"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0051961","GO:0051961","negative regulation of nervous system development",21,0.427800137513502,1.38523430091164,0.0549450549450549,0.35229476405947,0.318588974051159,347,"tags=62%, list=36%, signal=40%","Hmga2/Pax6/Abcc8/Casz1/Ppp3ca/Dpysl5/Ptn/Dab1/Idh2/Dusp10/Dll3/Nrp1/Cdh1"
"GO:0051783","GO:0051783","regulation of nuclear division",22,0.423527699426354,1.38227692816416,0.04995004995005,0.35229476405947,0.318588974051159,323,"tags=64%, list=34%, signal=43%","Ins2/Nusap1/Fgfr2/Cenpe/Mki67/Incenp/Igf1r/Birc5/Spc24/Cdca8/Cdc20/Igf2/Camk2b/Spc25"
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway",26,0.40526341620429,1.35757404142206,0.050949050949051,0.35229476405947,0.318588974051159,425,"tags=65%, list=44%, signal=38%","Bicc1/Dcdc2a/Hmga2/Fgfr2/Isl1/Tcf7l2/Rbms3/Sulf2/Cxxc4/Frzb/Cdh2/Foxo1/Cdh1/Grb10/Mdk/Sulf1/Gpc3"
"GO:0010721","GO:0010721","negative regulation of cell development",29,0.397121609647133,1.35132991259397,0.0539460539460539,0.35229476405947,0.318588974051159,467,"tags=72%, list=49%, signal=38%","Hmga2/Pax6/Abcc8/Casz1/Ppp3ca/Cdk6/Dpysl5/Ptn/Dab1/Idh2/Frzb/Iapp/Tmem178/Dusp10/Dll3/Nrp1/Cdh1/Mdk/Prdm16/Prox1/Pik3r1"
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition",39,0.380774612689737,1.34069559825709,0.051948051948052,0.35229476405947,0.318588974051159,439,"tags=64%, list=46%, signal=36%","Cdc14b/Cenpf/Cdk1/Cenpe/Incenp/Bcl2/Cdk6/Birc5/Lmnb1/Spc24/E2f1/Zfp36l1/Cdca8/Clspn/Rfwd3/Cdc20/Ezh2/Adamts1/Spc25/Ccnd2/Nek6/Stox1/Cdc25c/Cdkn1a/Rrm1"
"GO:0006974","GO:0006974","DNA damage response",48,0.362885591902145,1.31304995351122,0.0549450549450549,0.35229476405947,0.318588974051159,472,"tags=60%, list=49%, signal=32%","Top2a/Mapt/Hmga2/Cdc14b/Eya2/Cdk1/Smc4/Bcl2/Cdk6/E2f1/Kif22/Clspn/Rfwd3/Lig1/Mcm7/Hipk2/Smc2/Mcm6/Foxo1/Dek/Fmn2/Clu/Nucks1/Cdkn3/Cdkn1a/Rrm1/Tipin/Pik3r1/Uhrf1"
"GO:0009611","GO:0009611","response to wounding",52,0.358693072500939,1.30955311916154,0.048951048951049,0.35229476405947,0.318588974051159,249,"tags=42%, list=26%, signal=33%","Ins2/Nfib/St3gal4/Papss2/Anxa2/Sytl4/Sulf2/Nfix/Bcl2/Igf1r/Gnas/Rab27a/Grin2c/Tpm1/Aurka/Ptn/Notch2/Zfp36l1/Dst/Pard3/Syt7/Stxbp1"
"GO:0043069","GO:0043069","negative regulation of programmed cell death",74,0.335455282119422,1.261806155421,0.0549450549450549,0.35229476405947,0.318588974051159,450,"tags=59%, list=47%, signal=34%","Ghrl/Tox3/Hmga2/Fgfr2/Eya2/Pim2/Gcg/Cdk1/Isl1/Tcf7l2/Pdx1/Ncam1/Wnk3/Nfix/Bcl2/Igf1r/Aurka/Krt18/Hells/Birc5/Stxbp1/Pax4/Kit/Slc39a10/Kcnh8/Cacna1a/Hipk2/Nrp1/Atox1/Arl6ip1/Ahi1/Foxo1/Fmn2/Ccnd2/Clu/Rock1/Mdk/Lmna/Cat/Fstl1/Cdkn1a/Ffar4/Tgfbr1/Fhl2"
"GO:0051726","GO:0051726","regulation of cell cycle",98,0.323466110415855,1.23567511348798,0.0529470529470529,0.35229476405947,0.318588974051159,545,"tags=68%, list=57%, signal=33%","Ins2/Meis2/Prc1/Nusap1/Hmga2/Cdc14b/Fgfr2/Cenpf/Pim2/Kif23/Cdk1/Smc4/Racgap1/Tpx2/Kifc1/Cenpe/Mki67/Incenp/Bcl2/Cks2/Igf1r/Cdk6/Aurka/Trim35/Birc5/Wapl/Lmnb1/Hpgd/Spc24/E2f1/Zfp36l1/Gas2/Cdca8/Clspn/Rfwd3/Cdc20/Ezh2/Gnai1/Ccnb2/Igf2/Camk2b/Gmnn/Adamts1/Mdm1/Spc25/Smc2/Ccnd2/Nek6/Stox1/Klhl13/Cdkn3/Cdc25c/Ins1/Cdkn1a/Rrm1/Prox1/Mapre3/Tipin/Ncapd2/Cdt1/Ccnjl/Ndc80/Ccnb1/Bora/Rps6ka2/Actb/Tgfb2"
"GO:0010468","GO:0010468","regulation of gene expression",237,0.297147989306811,1.18392274405828,0.04995004995005,0.35229476405947,0.318588974051159,525,"tags=60%, list=55%, signal=36%","Ins2/Meis2/Top2a/Nfib/Ghrl/Tox3/Mapt/Runx1t1/Rbfox3/Hmga2/Fgfr2/Pax6/Cenpf/Cbfa2t2/Anxa2/Pim2/Maged2/Cdk1/Isl1/Tcf7l2/Pdx1/Mlxipl/Etv1/Spon1/Rbms3/Wwc1/Abcc8/Tyms/Zbtb20/Cbfa2t3/St18/Sulf2/Nfix/Pou6f2/A1cf/Atad2/Smarca1/Casz1/Ppp3ca/Auts2/Bcl2/Rfx6/Cks2/Igf1r/Cdk6/Gnas/Rab27a/Gspt1/Ehf/Myt1/Aurka/Errfi1/Sox5/Cenpk/Actn4/Arg1/Vdr/Foxa3/Hells/Birc5/Notch2/Anxa4/Lmnb1/Setbp1/E2f1/Zfp36l1/Drap1/Ezh2/Cnot6l/Lmx1b/Iapp/Pam/Pax4/Tshz1/Ncoa7/Kit/Ptbp3/Srsf2/Igf2/Gmnn/Celf3/H19/Elavl4/Hipk2/Myt1l/Rbp4/Basp1/Ahi1/Litaf/Chd7/Foxo1/Cdh1/Lrp8/Celf4/Dek/Hmgn3/Elp4/Clu/Il1r1/Dlk1/Rock1/Mdk/Lmna/Cd200/Cat/Galr1/Stox1/Nucks1/Zfhx3/Sulf1/Arid5b/Ins1/Ptprn/Irx2/Cdkn1a/Rcor2/Ffar4/Zdbf2/Tcf20/Prdm16/Tgfbr1/Fhl2/Prox1/Atp8b1/Mapre3/Pik3r1/Uhrf1/Trp53cor1/Mamld1/Atf3/Hdac6/Hnf1b/Nr2f6/Pik3r3/Hat1/Nr5a2/Ckap2/Ccnb1/Elf5/Tshz3/Ssbp3/Mospd1"
"GO:0010556","GO:0010556","regulation of macromolecule biosynthetic process",246,0.296486500850409,1.18232460829052,0.04995004995005,0.35229476405947,0.318588974051159,532,"tags=61%, list=55%, signal=36%","Ins2/Meis2/Top2a/Nfib/Ghrl/Tox3/Mapt/Runx1t1/Rbfox3/Hmga2/Fgfr2/Pax6/Cenpf/Cbfa2t2/Anxa2/Pim2/Maged2/Cdk1/Isl1/Tcf7l2/Pdx1/Mlxipl/Etv1/Spon1/Pak3/Rbms3/Wwc1/Abcc8/Tyms/Zbtb20/Cbfa2t3/St18/Sulf2/Nfix/Pou6f2/A1cf/Atad2/Smarca1/Casz1/Ppp3ca/Auts2/Bcl2/Rfx6/Cks2/Igf1r/Cdk6/Gnas/Rab27a/Gspt1/Ehf/Myt1/Aurka/Errfi1/Sox5/Cenpk/Actn4/Arg1/Vdr/Foxa3/Hells/Birc5/Notch2/Anxa4/Gck/Lmnb1/Setbp1/E2f1/Zfp36l1/Drap1/Ezh2/Cnot6l/Lmx1b/Iapp/Pam/Pax4/Tshz1/Ncoa7/Kit/Ptbp3/Srsf2/Igf2/Parm1/Gmnn/Celf3/H19/Elavl4/Hipk2/Myt1l/Rbp4/Basp1/Ahi1/Litaf/Chd7/Foxo1/Cdh1/Lrp8/Celf4/Dek/Pkib/Hmgn3/Elp4/Clu/Il1r1/Dlk1/Rock1/Grb10/Mdk/Lmna/Cd200/Cat/Galr1/Stox1/Nucks1/Zfhx3/Sulf1/Arid5b/Ins1/Ptprn/Irx2/Cdkn1a/Rcor2/Ffar4/Zdbf2/Tcf20/Prdm16/Tgfbr1/Fhl2/Prox1/Atp8b1/Mapre3/Pik3r1/Uhrf1/Trp53cor1/Mamld1/Atf3/Hdac6/Hnf1b/Nr2f6/Pik3r3/Hat1/Nr5a2/Ckap2/Ccnb1/Elf5/Tshz3/Ssbp3/Mospd1/Rfc2/Rps6ka2"
"GO:0006996","GO:0006996","organelle organization",240,0.295701358849874,1.17872353921133,0.0529470529470529,0.35229476405947,0.318588974051159,555,"tags=63%, list=58%, signal=36%","Ins2/Top2a/Nfib/Ghrl/Dcdc2a/Prc1/Mapt/Nusap1/Hmga2/Cdc14b/Fgfr2/Pax6/Eya2/Adgrg6/Pim2/Kif23/Tubb3/Cdk1/Map1b/Tcf7l2/Smc4/Racgap1/Pak3/Mtch1/Wnk3/Tpx2/Phactr1/Kifc1/Cenpe/Nfix/Mki67/Incenp/Auts2/Bcl2/Csrp1/Cks2/Igf1r/Ocrl/Rimbp2/Cdc42ep1/Baiap3/Rab27a/Snap25/Tpm1/Aurka/Ap1s2/Pclo/Krt18/Atp2a2/Cenpk/Actn4/Birc5/Wapl/Lmnb1/Spc24/Gas2/Cotl1/Dst/Cdca8/Kif22/Hepacam2/Cdc20/Ezh2/Cnot6l/Pard3/Syt7/Cadps/Stxbp1/Cdh2/Tecpr1/Pam/Pex5l/Gnai1/Ndc1/Kit/Ccnb2/Cenph/Igf2/Mcm7/Dbn1/Camk2b/Celf3/Atg4a/Marcks/Tmem108/Cplx2/Mdm1/Spc25/Nrp1/Arl6ip1/Smc2/Ap3b2/Ahi1/Mcm6/Cdh1/Pkib/Ush1c/Fmn2/Syne1/Tmsb15l/Rock1/Nek6/Mdk/Lmna/Wipf1/Stox1/Cck/Cep126/Nasp/Agap3/Adamts16/Nde1/Ins1/Ptprn/Wipi1/Rrm1/Immp1l/Tgfbr1/Hsp90b1/Prox1/Mia3/Atp8b1/Stxbp6/Mapre3/Tpm4/Pik3r1/Pacsin1/Ncapd2/Scin/Epha3/Kifc3/Hdac6/Krt7/Cdt1/Hat1/Ndc80/Ckap2/Ccnb1/Lama5/Bora/Cenpw/Stmn1/Pip4k2a/Rps6ka2/Amotl2/Ttll7/Actb/Tgfb2/Cxadr/Sec24d/Enah/Syne2"
"GO:0010467","GO:0010467","gene expression",269,0.293915462017302,1.1764504261369,0.050949050949051,0.35229476405947,0.318588974051159,545,"tags=62%, list=57%, signal=37%","Ins2/Pcsk2/Meis2/Top2a/Nfib/Ghrl/Tox3/Ank/Mapt/Runx1t1/Rbfox3/Hmga2/Fgfr2/Pax6/Cenpf/Cbfa2t2/Anxa2/Slc30a8/Pim2/Maged2/Cdk1/Isl1/Tcf7l2/Pdx1/Mlxipl/Etv1/Spon1/Rbms3/Wwc1/Abcc8/Tyms/Zbtb20/Cbfa2t3/St18/Sulf2/Nfix/Pou6f2/Lamc1/A1cf/Atad2/Smarca1/Casz1/Ppp3ca/Auts2/Bcl2/Rfx6/Cks2/Igf1r/Cdk6/Gnas/Scg5/Rab27a/Cpe/Gspt1/Ehf/Myt1/Aurka/Errfi1/Sox5/Cenpk/Actn4/Arg1/Vdr/Foxa3/Akap17b/Hells/Birc5/Notch2/Anxa4/Lmnb1/Setbp1/Tspan5/E2f1/Zfp36l1/Pcsk1/Drap1/Ezh2/Cnot6l/Lmx1b/Ece1/Iapp/Ambp/Pam/Pax4/Tshz1/Gars/Ncoa7/Kit/Ptbp3/Srsf2/Igf2/Gmnn/Celf3/H19/Elavl4/Hipk2/Myt1l/Rbp4/Basp1/Ahi1/Litaf/Chd7/Foxo1/Cdh1/Lrp8/Celf4/Dek/Hmgn3/Elp4/Clu/Il1r1/Dlk1/Rock1/Grb10/Mdk/Lmna/Cd200/Cat/Galr1/Stox1/Nucks1/Pdia3/Zfhx3/Sulf1/Arid5b/Ins1/Ptprn/Irx2/Cdkn1a/Rcor2/Ffar4/Zdbf2/Tcf20/Prdm16/Immp1l/Tgfbr1/Fhl2/Hsp90b1/Prox1/Atp8b1/Mapre3/Pik3r1/Uhrf1/Chst8/Trp53cor1/Mamld1/Atf3/Hdac6/Hnf1b/Nr2f6/Pik3r3/Hat1/Anpep/Nr5a2/Ckap2/Ccnb1/Elf5/Tshz3/Ssbp3/Mospd1/Rps6ka2/Glrx3/Bmp1/Zfp516/Actb/Tgfb2"
"GO:0002067","GO:0002067","glandular epithelial cell differentiation",13,0.486282352849758,1.44582824741791,0.0559440559440559,0.357199286069579,0.323024256078649,267,"tags=62%, list=28%, signal=45%","Nfib/Fgfr2/Pax6/Pdx1/Rfx6/Cdk6/Cdh2/Pax4"
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation",18,0.444906647035033,1.40073363359559,0.056943056943057,0.360560601224502,0.32606397751626,125,"tags=44%, list=13%, signal=39%","Nfib/Fgfr2/Pax6/Cbfa2t2/Map1b/Pdx1/Rfx6/Cdk6"
"GO:0007059","GO:0007059","chromosome segregation",51,0.357337759724482,1.3015192855781,0.056943056943057,0.360560601224502,0.32606397751626,376,"tags=55%, list=39%, signal=35%","Top2a/Prc1/Nusap1/Cenpf/Kif23/Cdk1/Smc4/Racgap1/Tpx2/Kifc1/Cenpe/Mki67/Incenp/Aurka/Cenpk/Birc5/Wapl/Spc24/Cdca8/Kif22/Cdc20/Ndc1/Ccnb2/Cenph/Spc25/Smc2/Fmn2/Nek6"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",90,0.320789169358715,1.22060869834185,0.0579420579420579,0.36537016702306,0.330413388264628,453,"tags=59%, list=47%, signal=34%","Ins2/Nfib/Ghrl/Hmga2/Pax6/Anxa2/Tcf7l2/Wnk3/Wwc1/Abcc8/Casz1/Ppp3ca/Bcl2/Cdk6/Gnas/Cpe/Errfi1/Dpysl5/Acvr1c/Atp2a2/Ptn/Arg1/Dab1/Vdr/Anxa4/Idh2/Ezh2/Frzb/Iapp/Tmem178/Dusp10/Dll3/Dbn1/Adamts1/H19/Nrp1/Rbp4/Foxo1/Cdh1/Ccnd2/Dlk1/Rock1/Mdk/Lmna/Cd200/Cck/Sulf1/Ins1/Serping1/Ffar4/Prdm16/Tgfbr1/Prox1"
"GO:2001251","GO:2001251","negative regulation of chromosome organization",15,0.462032746174742,1.41041384506852,0.0609390609390609,0.376489906854279,0.340469247351838,232,"tags=53%, list=24%, signal=41%","Top2a/Cenpe/Incenp/Birc5/Wapl/Spc24/Cdca8/Cdc20"
"GO:0009890","GO:0009890","negative regulation of biosynthetic process",132,0.311568986693629,1.20875250368255,0.0609390609390609,0.376489906854279,0.340469247351838,501,"tags=61%, list=52%, signal=34%","Ins2/Nfib/Ghrl/Mapt/Runx1t1/Hmga2/Fgfr2/Pax6/Cenpf/Cbfa2t2/Maged2/Cdk1/Isl1/Tcf7l2/Pdx1/Mlxipl/Rbms3/Wwc1/Tyms/Zbtb20/Cbfa2t3/St18/Nfix/A1cf/Ppp3ca/Cdk6/Gspt1/Myt1/Aurka/Errfi1/Sox5/Arg1/Vdr/Hells/Birc5/Notch2/Anxa4/Gck/Lmnb1/E2f1/Zfp36l1/Drap1/Akr1cl/Ezh2/Cnot6l/Pax4/Ptbp3/Igf2/Gmnn/Cacna1a/H19/Elavl4/Hipk2/Myt1l/Basp1/Cdh1/Celf4/Rock1/Grb10/Lmna/Cd200/Stox1/Zfhx3/Arid5b/Ins1/Irx2/Cdkn1a/Rcor2/Ffar4/Prdm16/Tgfbr1/Fhl2/Prox1/Atp8b1/Uhrf1/Trp53cor1/Atf3/Hdac6/Hnf1b/Nr2f6/Hat1"
"GO:0031327","GO:0031327","negative regulation of cellular biosynthetic process",132,0.311568986693629,1.20875250368255,0.0609390609390609,0.376489906854279,0.340469247351838,501,"tags=61%, list=52%, signal=34%","Ins2/Nfib/Ghrl/Mapt/Runx1t1/Hmga2/Fgfr2/Pax6/Cenpf/Cbfa2t2/Maged2/Cdk1/Isl1/Tcf7l2/Pdx1/Mlxipl/Rbms3/Wwc1/Tyms/Zbtb20/Cbfa2t3/St18/Nfix/A1cf/Ppp3ca/Cdk6/Gspt1/Myt1/Aurka/Errfi1/Sox5/Arg1/Vdr/Hells/Birc5/Notch2/Anxa4/Gck/Lmnb1/E2f1/Zfp36l1/Drap1/Akr1cl/Ezh2/Cnot6l/Pax4/Ptbp3/Igf2/Gmnn/Cacna1a/H19/Elavl4/Hipk2/Myt1l/Basp1/Cdh1/Celf4/Rock1/Grb10/Lmna/Cd200/Stox1/Zfhx3/Arid5b/Ins1/Irx2/Cdkn1a/Rcor2/Ffar4/Prdm16/Tgfbr1/Fhl2/Prox1/Atp8b1/Uhrf1/Trp53cor1/Atf3/Hdac6/Hnf1b/Nr2f6/Hat1"
"GO:1901360","GO:1901360","organic cyclic compound metabolic process",287,0.290978095881476,1.16624404333776,0.0609390609390609,0.376489906854279,0.340469247351838,496,"tags=56%, list=52%, signal=39%","Ins2/Meis2/Top2a/Nfib/Tox3/Papss2/Runx1t1/Entpd3/Rbfox3/Hmga2/Cdc14b/Fgfr2/Pax6/Eya2/Cenpf/Cbfa2t2/Anxa2/Pim2/Maged2/Acsl1/Adk/Cdk1/Isl1/Slc16a10/Tcf7l2/Pdx1/Mlxipl/Smc4/Etv1/Pak3/Gstz1/Wwc1/Tyms/Zbtb20/Cbfa2t3/Fmo2/St18/Nfix/Pou6f2/A1cf/Atad2/Smarca1/Casz1/Ppp3ca/Auts2/Bcl2/Rfx6/Cks2/Igf1r/Cdk6/Sult2b1/Dtymk/Gnas/Gspt1/Tecr/Ehf/Myt1/Errfi1/Sox5/Cenpk/Akr1c19/Actn4/Vdr/Foxa3/Akap17b/Pdk3/Hells/Gch1/Birc5/Notch2/Anxa4/Wapl/Gck/Setbp1/E2f1/Zfp36l1/Idh2/Drap1/Kif22/Maob/Clspn/Rfwd3/Akr1cl/Ezh2/Cnot6l/Lmx1b/Ddc/Nudt19/Pam/Pde1a/Pax4/Tshz1/Gars/Ncoa7/Kit/Ptbp3/Srsf2/Igf2/Lig1/Mcm7/Parm1/Gmnn/Celf3/H19/Elavl4/Hipk2/Myt1l/Smc2/Basp1/Ahi1/Litaf/Ttr/Mcm6/Chd7/Foxo1/Cdh1/Lrp8/Celf4/Dek/Pkib/Hmgn3/Fmn2/Elp4/Clu/Rock1/Slc16a12/Prim1/Mdk/Lmna/Cd200/Cat/Galr1/Stox1/Acly/Nucks1/Nasp/Zfhx3/Arid5b/Ins1/Ptprn/Irx2/Cdkn1a/Rcor2/Tcf20/Rrm1/Prdm16/Tgfbr1/Fhl2/Prox1/Atp8b1/Mapre3/Tipin/Pik3r1/Uhrf1/Mamld1/Atf3/Hdac6/Por/Hnf1b/Nr2f6/Cdt1"
"GO:0051234","GO:0051234","establishment of localization",313,0.289946030777303,1.16359618681748,0.0609390609390609,0.376489906854279,0.340469247351838,460,"tags=53%, list=48%, signal=41%","Ins2/Nnat/Ghrl/Ank/Grin3a/Tmem163/Mapt/Nusap1/Hmga2/Fgfr2/Pax6/Gnao1/Eya2/Cenpf/Anxa2/Slc30a8/Maged2/Acsl1/Gcg/Sytl4/Cdk1/Map1b/Ghr/Isl1/Slc7a2/Slc16a10/Tcf7l2/Pdx1/Ncam1/Racgap1/Kcnmb2/Rph3al/Slc7a14/Mtch1/Wnk3/Clmn/Abcc8/Kifc1/Cenpe/Nfix/Ica1/Kcnb2/G6pc2/A1cf/Incenp/Ppp3ca/Bcl2/Rfx6/Igf1r/Rimbp2/Gnas/Gria2/Baiap3/Scg5/Rab27a/Grin2c/Snap25/Cpe/Glud1/Myt1/Rap1b/Ttyh2/Ap1s2/Acvr1c/Pclo/Krt18/Atp2a2/Actn4/Slc2a2/Syt13/Arg1/Sel1l/Vdr/Mctp2/Birc5/Emb/Gipr/Gck/Lmnb1/Spc24/Zfp36l1/Idh2/Pcsk1/Dst/Cdca8/Kif22/Maob/Tcp11/Dnah9/Slc35b1/Kcnk16/Pard3/Lmx1b/Iapp/Syt7/Cadps/Ddc/Stxbp1/Cdh2/Stard10/Pex5l/Cacna2d1/Ptprn2/Dennd2a/Ndc1/Kit/Slc39a10/Kcnh8/Stxbp5l/Dbn1/Camk2b/Gabrb3/Marcks/Cacna1a/Tmem108/Cplx2/Slc2a5/Spc25/Atox1/Arl6ip1/Ap3b2/Rbp4/Ahi1/Chga/Chd7/Foxo1/Cdh1/Lrp8/Hmgn3/Fmn2/Cnksr3/Peg10/Syne1/Clu/Rock1/Slc16a12/Pde1c/Grb10/Rab3b/Lmna/Cd200/Wipf1/Galr1/Cck/Abcb9/Tmem184b/Kcnc3/Nasp/Agap3/Rab27b/Gpc3/Nde1/Ins1/Ptprn/Cdkn1a/Wipi1/Ffar4/Fgf12/Immp1l/Scn3a/Zdhhc14/Mia3/Atp8b1/Stxbp6/Desi1"
"GO:0010648","GO:0010648","negative regulation of cell communication",115,0.313576386288365,1.20924009067503,0.0619380619380619,0.379588283202741,0.343271186644681,384,"tags=49%, list=40%, signal=33%","Bicc1/Ghrl/Mapt/Hmga2/Shank2/Gnao1/Eya2/Cbfa2t2/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Rbms3/Wwc1/Abcc8/Sulf2/Ppp3ca/Bcl2/Igf1r/Rgs17/Aurka/Errfi1/Acvr1c/Arg1/Dab1/Hells/Gipr/Cxxc4/Ezh2/Pde10a/Frzb/Stxbp1/Cdh2/Dusp10/Gnai1/Rasl11b/Dll3/Pbld2/Stxbp5l/Camk2b/Hipk2/Nrp1/Litaf/Chga/Foxo1/Cdh1/Cnksr3/Peg10/Clu/Dlk1/Pde1c/Grb10/Mdk/Lmna"
"GO:0023057","GO:0023057","negative regulation of signaling",115,0.313576386288365,1.20924009067503,0.0619380619380619,0.379588283202741,0.343271186644681,384,"tags=49%, list=40%, signal=33%","Bicc1/Ghrl/Mapt/Hmga2/Shank2/Gnao1/Eya2/Cbfa2t2/Gcg/Sytl4/Isl1/Tcf7l2/Pdx1/Rph3al/Rbms3/Wwc1/Abcc8/Sulf2/Ppp3ca/Bcl2/Igf1r/Rgs17/Aurka/Errfi1/Acvr1c/Arg1/Dab1/Hells/Gipr/Cxxc4/Ezh2/Pde10a/Frzb/Stxbp1/Cdh2/Dusp10/Gnai1/Rasl11b/Dll3/Pbld2/Stxbp5l/Camk2b/Hipk2/Nrp1/Litaf/Chga/Foxo1/Cdh1/Cnksr3/Peg10/Clu/Dlk1/Pde1c/Grb10/Mdk/Lmna"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",44,0.364362951935438,1.30289884427241,0.0629370629370629,0.381118881118881,0.344655344655345,513,"tags=70%, list=53%, signal=34%","Cdc14b/Cenpf/Cdk1/Cenpe/Incenp/Bcl2/Cdk6/Aurka/Birc5/Lmnb1/Spc24/E2f1/Zfp36l1/Cdca8/Clspn/Rfwd3/Cdc20/Ezh2/Adamts1/Spc25/Ccnd2/Nek6/Stox1/Cdc25c/Cdkn1a/Rrm1/Prox1/Tipin/Cdt1/Ndc80/Ccnb1"
"GO:0006357","GO:0006357","regulation of transcription by RNA polymerase II",133,0.310182877010435,1.20357900151003,0.0629370629370629,0.381118881118881,0.344655344655345,525,"tags=62%, list=55%, signal=33%","Ins2/Meis2/Top2a/Nfib/Tox3/Hmga2/Fgfr2/Pax6/Cbfa2t2/Anxa2/Maged2/Isl1/Tcf7l2/Pdx1/Mlxipl/Etv1/Wwc1/Zbtb20/Cbfa2t3/St18/Nfix/Pou6f2/Atad2/Smarca1/Casz1/Ppp3ca/Auts2/Rfx6/Cks2/Cdk6/Gnas/Ehf/Myt1/Sox5/Cenpk/Actn4/Vdr/Foxa3/Notch2/Anxa4/E2f1/Drap1/Ezh2/Lmx1b/Pam/Pax4/Tshz1/Ncoa7/Igf2/Hipk2/Myt1l/Ahi1/Litaf/Chd7/Foxo1/Dek/Hmgn3/Elp4/Galr1/Stox1/Nucks1/Zfhx3/Arid5b/Ptprn/Irx2/Rcor2/Tcf20/Prdm16/Fhl2/Prox1/Pik3r1/Uhrf1/Mamld1/Atf3/Hdac6/Hnf1b/Nr2f6/Nr5a2/Ckap2/Elf5/Tshz3/Ssbp3/Mospd1"
"GO:0006366","GO:0006366","transcription by RNA polymerase II",133,0.310182877010435,1.20357900151003,0.0629370629370629,0.381118881118881,0.344655344655345,525,"tags=62%, list=55%, signal=33%","Ins2/Meis2/Top2a/Nfib/Tox3/Hmga2/Fgfr2/Pax6/Cbfa2t2/Anxa2/Maged2/Isl1/Tcf7l2/Pdx1/Mlxipl/Etv1/Wwc1/Zbtb20/Cbfa2t3/St18/Nfix/Pou6f2/Atad2/Smarca1/Casz1/Ppp3ca/Auts2/Rfx6/Cks2/Cdk6/Gnas/Ehf/Myt1/Sox5/Cenpk/Actn4/Vdr/Foxa3/Notch2/Anxa4/E2f1/Drap1/Ezh2/Lmx1b/Pam/Pax4/Tshz1/Ncoa7/Igf2/Hipk2/Myt1l/Ahi1/Litaf/Chd7/Foxo1/Dek/Hmgn3/Elp4/Galr1/Stox1/Nucks1/Zfhx3/Arid5b/Ptprn/Irx2/Rcor2/Tcf20/Prdm16/Fhl2/Prox1/Pik3r1/Uhrf1/Mamld1/Atf3/Hdac6/Hnf1b/Nr2f6/Nr5a2/Ckap2/Elf5/Tshz3/Ssbp3/Mospd1"
"GO:0001894","GO:0001894","tissue homeostasis",25,0.397917823521356,1.32702196545605,0.0639360639360639,0.384119817190683,0.347369166266804,372,"tags=56%, list=39%, signal=35%","Nfib/Ank/Prom1/Wnk3/Abcc8/Nfix/Bcl2/Gnas/Errfi1/Iapp/Pbld2/Rbp4/Ush1c/Dlk1"
"GO:0060249","GO:0060249","anatomical structure homeostasis",25,0.397917823521356,1.32702196545605,0.0639360639360639,0.384119817190683,0.347369166266804,372,"tags=56%, list=39%, signal=35%","Nfib/Ank/Prom1/Wnk3/Abcc8/Nfix/Bcl2/Gnas/Errfi1/Iapp/Pbld2/Rbp4/Ush1c/Dlk1"
"GO:0060079","GO:0060079","excitatory postsynaptic potential",10,0.515196086051805,1.45221553194537,0.0649350649350649,0.38698224852071,0.349957734573119,350,"tags=70%, list=36%, signal=45%","Ghrl/Ppp3ca/Grin2c/Pclo/Dbn1/Tmem108/Celf4"
"GO:0050709","GO:0050709","negative regulation of protein secretion",20,0.426759445831357,1.37049392519106,0.0659340659340659,0.38698224852071,0.349957734573119,427,"tags=70%, list=44%, signal=40%","Ins2/Ghrl/Gnao1/Sytl4/Abcc8/Ppp3ca/Acvr1c/Idh2/Stxbp5l/Chga/Foxo1/Pde1c/Cd200/Ins1"
"GO:0051224","GO:0051224","negative regulation of protein transport",20,0.426759445831357,1.37049392519106,0.0659340659340659,0.38698224852071,0.349957734573119,427,"tags=70%, list=44%, signal=40%","Ins2/Ghrl/Gnao1/Sytl4/Abcc8/Ppp3ca/Acvr1c/Idh2/Stxbp5l/Chga/Foxo1/Pde1c/Cd200/Ins1"
"GO:1903828","GO:1903828","negative regulation of protein localization",26,0.399109238339954,1.33695843246045,0.0659340659340659,0.38698224852071,0.349957734573119,427,"tags=65%, list=44%, signal=37%","Ins2/Ghrl/Mapt/Gnao1/Sytl4/Wnk3/Abcc8/Ppp3ca/Acvr1c/Idh2/Stxbp5l/Chga/Foxo1/Cdh1/Pde1c/Cd200/Ins1"
"GO:0017157","GO:0017157","regulation of exocytosis",28,0.391524475595087,1.32398346362358,0.0659340659340659,0.38698224852071,0.349957734573119,309,"tags=54%, list=32%, signal=37%","Anxa2/Sytl4/Rph3al/Baiap3/Rab27a/Rap1b/Pclo/Atp2a2/Syt13/Tcp11/Syt7/Cadps/Stxbp1/Stxbp5l/Cacna1a"
