,gene_name,total_highly_variable,total_velocity_genes,total_velocity_r2,317s1_highly_variable,317s1_velocity_genes,317s1_velocity_r2,317s2_highly_variable,317s2_velocity_genes,317s2_velocity_r2,320s1_highly_variable,320s1_velocity_genes,320s1_velocity_r2,320s2_highly_variable,320s2_velocity_genes,320s2_velocity_r2,323s1_highly_variable,323s1_velocity_genes,323s1_velocity_r2,323s2_highly_variable,323s2_velocity_genes,323s2_velocity_r2,326s1_highly_variable,326s1_velocity_genes,326s1_velocity_r2,326s2_highly_variable,326s2_velocity_genes,326s2_velocity_r2,329s1_highly_variable,329s1_velocity_genes,329s1_velocity_r2,329s2_highly_variable,329s2_velocity_genes,329s2_velocity_r2,overdisp_S,overdisp_U,nonzero_S,nonzero_U
241,Ctnna2,True,True,0.08632630109786987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226638647204859,0.196143490265109,0.01001082251082251,0.1975108225108225
242,Ctnna3,True,True,0.6321273744106293,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.32342469692230225,,,,0.028335569682307,0.0612177380256329,0.005411255411255412,0.0662878787878788
243,Ctnnd2,True,True,0.3083932399749756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959444370680032,0.206497384944554,0.016233766233766232,0.12635281385281386
244,Ctsf,True,True,0.1512278914451599,True,True,0.11120402812957764,,,,,,,True,True,0.12187355756759644,,,,True,True,0.17761123180389404,,,,,,,True,True,0.05576354265213013,,,,0.863187509530031,0.922482210185577,0.4856601731601731,0.03165584415584416
245,Cx3cl1,True,True,0.19372934103012085,,,,,,,True,True,0.07985919713973999,,,,,,,,,,,,,,,,,,,,,,0.490772893094119,0.168858883432257,0.07738095238095238,0.021103896103896104
246,Cxadr,,,,,,,True,True,0.3553299903869629,True,True,0.29822880029678345,True,True,0.38007479906082153,True,True,0.49814605712890625,,,,,,,,,,True,True,0.28929173946380615,True,True,0.3590821623802185,0.598862969665088,0.298127580262873,0.1406926406926407,0.12391774891774891
247,Cxcl12,True,True,0.2057884931564331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199742651513653,0.0808618279707481,0.09794372294372294,0.008928571428571428
248,Cxxc4,True,True,0.6944231986999512,True,True,0.4334414601325989,True,True,0.39975637197494507,True,True,0.4228416681289673,True,True,0.4181114435195923,True,True,0.5152220129966736,True,True,0.3739212155342102,True,True,0.36643654108047485,True,True,0.40854334831237793,True,True,0.4264105558395386,True,True,0.35567349195480347,0.465750409158547,0.431898208139821,0.19642857142857145,0.059794372294372296
249,Cxxc5,,,,,,,,,,,,,,,,,,,True,True,0.03286653757095337,,,,,,,,,,,,,4.51230793844068,6.90328828733402,0.6923701298701299,0.15882034632034633
250,Cym,True,True,0.03126645088195801,,,,,,,,,,True,True,0.029036521911621094,,,,,,,,,,,,,,,,,,,0.0216643892142372,0.000626004316871,0.046807359307359304,0.0008116883116883117
251,Cyp39a1,,,,,,,,,,,,,,,,True,True,0.034030139446258545,,,,,,,,,,,,,,,,0.718652298405374,0.276481484693295,0.09740259740259741,0.048430735930735935
252,Cyp7b1,True,True,0.19135820865631104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198688959777111,0.110477306319925,0.025974025974025976,0.05248917748917749
253,Cyr61,True,True,0.6913388073444366,True,True,0.5924033522605896,True,True,0.49014848470687866,True,True,0.5686033368110657,True,True,0.5813843309879303,True,True,0.5726197957992554,True,True,0.6055299341678619,True,True,0.4014875292778015,True,True,0.5587500333786011,True,True,0.4112088680267334,True,True,0.6548945903778076,0.134028633466017,0.114973504851725,0.28869047619047616,0.0946969696969697
254,Cytip,True,True,0.6673026978969574,,,,,,,True,True,0.29015833139419556,True,True,0.28349655866622925,,,,,,,True,True,0.4764721989631653,,,,True,True,0.4142507314682007,,,,0.136563642742903,0.0984374010857172,0.05411255411255411,0.030032467532467536
255,Dab1,True,True,0.6681977808475494,True,True,0.5564811825752258,True,True,0.45309507846832275,True,True,0.4617752432823181,True,True,0.4783257246017456,True,True,0.4793435335159302,True,True,0.45726191997528076,True,True,0.473591148853302,True,True,0.5020007789134979,True,True,0.5857162177562714,True,True,0.46142321825027466,0.375854346444963,0.300972651883708,0.1204004329004329,0.2186147186147186
256,Dach1,True,True,0.3672844171524048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835420657917207,1.00435870873428,0.16910173160173161,0.6412337662337662
257,Dact2,True,True,0.17346763610839844,,,,,,,,,,,,,,,,True,True,0.03119683265686035,True,True,0.014626681804656982,,,,,,,,,,2.65926524709425,0.632513432783128,0.25405844155844154,0.125
258,Dap,True,True,0.0751752257347107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87684143425514,0.836344625980488,0.5882034632034632,0.058982683982683984
259,Dbf4,True,True,0.48730385303497314,,,,,,,True,True,0.29154521226882935,True,True,0.14856332540512085,True,True,0.18176281452178955,,,,,,,,,,,,,,,,0.204607485187266,0.167915033723937,0.09686147186147187,0.017316017316017316
260,Dbn1,True,True,0.5534333884716034,True,True,0.25270020961761475,True,True,0.4200868606567383,True,True,0.3693206310272217,True,True,0.3349449038505554,True,True,0.33529406785964966,True,True,0.39729011058807373,True,True,0.30462098121643066,True,True,0.27873897552490234,True,True,0.23527812957763672,True,True,0.2900598645210266,0.938910389324543,0.581647327901014,0.5081168831168831,0.05330086580086581
261,Dcaf7,,,,,,,,,,,,,,,,,,,,,,True,True,0.07576686143875122,,,,,,,,,,4.06285834658594,1.64059197353875,0.3292748917748918,0.15963203463203463
262,Dcbld1,True,True,0.6226470768451691,True,True,0.320557177066803,True,True,0.32131868600845337,True,True,0.2694323658943176,True,True,0.2963097095489502,True,True,0.34512025117874146,True,True,0.28796786069869995,True,True,0.22307342290878296,True,True,0.2942386269569397,True,True,0.34252649545669556,True,True,0.313163697719574,0.879588182128248,0.648729162301872,0.19615800865800867,0.30898268398268397
263,Dcdc2a,True,True,0.8945699483156204,True,True,0.7796073406934738,True,True,0.7751753181219101,True,True,0.7797590643167496,True,True,0.8238645493984222,True,True,0.7740175575017929,True,True,0.7819223701953888,True,True,0.8129489868879318,True,True,0.80641308426857,True,True,0.8268330544233322,True,True,0.7807947546243668,0.27346178390507,0.236916290286847,0.2472943722943723,0.20183982683982685
264,Dcx,True,True,0.09575521945953369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36165732318917,0.246249663842755,0.16747835497835498,0.06466450216450217
265,Ddc,True,True,0.6073238551616669,True,True,0.4997140169143677,True,True,0.33783209323883057,True,True,0.4423831105232239,True,True,0.5262579321861267,True,True,0.4752444624900818,True,True,0.1427564024925232,True,True,0.3849306106567383,True,True,0.3073499798774719,True,True,0.3616607189178467,True,True,0.3195405602455139,0.305560375581543,0.102623673442316,0.15016233766233766,0.10660173160173161
266,Ddit4l,True,True,0.06308192014694214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24661933496785,inf,0.09388528138528138,0.006764069264069265
267,Ddr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.03969043493270874,12.5967127319585,1.36657133129299,0.5286796536796536,0.23511904761904762
268,Dek,True,True,0.5421053171157837,True,True,0.2847134470939636,True,True,0.1324196457862854,True,True,0.24473100900650024,True,True,0.3303748369216919,True,True,0.2277321219444275,True,True,0.26708078384399414,True,True,0.21154719591140747,True,True,0.18972349166870117,True,True,0.24155277013778687,True,True,0.1366400122642517,0.599144572964563,0.387334602464141,0.4659090909090909,0.037608225108225105
269,Dennd2a,True,True,0.6083694100379944,True,True,0.3404828906059265,True,True,0.3081299066543579,True,True,0.282789945602417,True,True,0.32673215866088867,True,True,0.3600047826766968,True,True,0.35313093662261963,True,True,0.35098403692245483,True,True,0.37539929151535034,True,True,0.35874563455581665,True,True,0.3092268109321594,1.05016221089985,1.04524195115288,0.13906926406926406,0.23647186147186147
270,Desi1,True,True,0.3467026948928833,True,True,0.14265108108520508,True,True,0.11339128017425537,,,,True,True,0.12664788961410522,True,True,0.11899369955062866,True,True,0.037168681621551514,True,True,0.08833473920822144,True,True,0.08235925436019897,True,True,0.07404989004135132,True,True,0.12699854373931885,2.41875323893982,0.744637196525656,0.3717532467532467,0.13068181818181818
271,Desi2,,,,,,,,,,,,,,,,,,,True,True,0.010748803615570068,True,True,0.046470701694488525,,,,,,,,,,5.62521501521959,1.30845001761273,0.39204545454545453,0.24648268398268397
272,Dgkb,True,True,0.13955652713775635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0720863800958376,0.057712696625852,0.010281385281385282,0.06168831168831169
273,Dhfr,True,True,0.3139575719833374,,,,True,True,0.04950213432312012,True,True,0.024312198162078857,,,,True,True,0.09675222635269165,,,,,,,True,True,0.059487998485565186,,,,True,True,0.03823661804199219,0.27235664535635,0.123459097772065,0.19182900432900432,0.010822510822510824
274,Dhx40,True,True,0.1666681170463562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71484402537311,0.702325386285625,0.20346320346320346,0.08739177489177488
275,Diras2,True,True,0.4151211380958557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039867989655417,0.205324161446665,0.020021645021645024,0.0137987012987013
276,Dlg4,True,True,0.23340582847595215,,,,True,True,0.04677307605743408,,,,,,,,,,,,,,,,,,,,,,,,,1.15064658723175,0.806723073320372,0.06601731601731602,0.09036796536796537
277,Dlk1,True,True,0.45853638648986816,True,True,0.10301786661148071,True,True,0.31777340173721313,True,True,0.1444297432899475,True,True,0.2166881561279297,True,True,0.07035672664642334,True,True,0.34774571657180786,True,True,0.19618207216262817,True,True,0.24318796396255493,True,True,0.1730976700782776,True,True,0.2967831492424011,0.645275286563587,0.269223917229793,0.7843614718614718,0.08198051948051949
278,Dll1,True,True,0.41290420293807983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112075216046623,inf,0.07278138528138528,0.0029761904761904765
279,Dll3,True,True,0.6169005036354065,True,True,0.3531365990638733,True,True,0.26948851346969604,True,True,0.31461095809936523,True,True,0.4791727066040039,True,True,0.24006450176239014,True,True,0.4036872982978821,True,True,0.35868072509765625,True,True,0.3197939395904541,True,True,0.4414593577384949,True,True,0.17428988218307495,0.102906286520421,0.100390475086256,0.11336580086580086,0.028950216450216452
280,Dnah11,True,True,0.014474034309387207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118125070737692,0.105120552507433,0.016504329004329008,0.06168831168831169
281,Dnah9,True,True,0.7150836288928986,True,True,0.34429454803466797,True,True,0.45445579290390015,True,True,0.43487483263015747,True,True,0.3174765110015869,True,True,0.48562347888946533,True,True,0.39500337839126587,True,True,0.3951799273490906,True,True,0.3443756699562073,True,True,0.4220012426376343,True,True,0.4050027132034302,0.252458623177768,0.26960910520993,0.05411255411255411,0.11742424242424242
282,Dnajc3,,,,,,,,,,,,,True,True,0.012175142765045166,,,,,,,True,True,0.02019435167312622,,,,,,,,,,1.66114905083916,0.751108864289808,0.4699675324675324,0.19940476190476192
283,Dnajc6,True,True,0.24886226654052734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316042640686443,0.145202732113503,0.01948051948051948,0.05005411255411256
284,Dner,True,True,0.3869805932044983,True,True,0.326305627822876,True,True,0.3314119577407837,True,True,0.41180694103240967,True,True,0.3145003914833069,True,True,0.29561465978622437,True,True,0.38626134395599365,True,True,0.25578153133392334,True,True,0.28710341453552246,True,True,0.48111265897750854,True,True,0.41700178384780884,0.322266102249588,0.19515327820901,0.08874458874458875,0.07981601731601731
285,Dnm1,True,True,0.19328194856643677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38308802976802,0.549593884004812,0.048701298701298704,0.040313852813852816
286,Dnm2,True,True,0.23753982782363892,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.03209865093231201,2.4551110660548,1.30040441292155,0.12716450216450217,0.2784090909090909
287,Dnmt1,True,True,0.015960514545440674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381128887173138,1.70467002134984,0.18208874458874458,0.0183982683982684
288,Dnmt3a,True,True,0.23810696601867676,,,,,,,,,,True,True,0.08203554153442383,True,True,0.015293776988983154,,,,,,,,,,,,,,,,3.98120283908031,2.06173299195644,0.47429653679653677,0.49296536796536794
289,Doc2b,True,True,0.41157394647598267,,,,True,True,0.08800101280212402,,,,,,,True,True,0.17432910203933716,True,True,0.21619778871536255,,,,True,True,0.18989843130111694,True,True,0.19034934043884277,,,,0.43423837680476,0.277296185269681,0.04274891774891775,0.06412337662337662
290,Dock11,True,True,0.8809657096862793,True,True,0.6216948926448822,True,True,0.7235885262489319,True,True,0.6794885694980621,True,True,0.6964250802993774,True,True,0.7180376350879669,True,True,0.7147985696792603,True,True,0.6832506060600281,True,True,0.7363927662372589,True,True,0.7069451212882996,True,True,0.6765304505825043,0.279966358193183,0.180252283547973,0.12932900432900432,0.2031926406926407
291,Dopey2,True,True,0.4675341844558716,True,True,0.2972452640533447,True,True,0.2420656681060791,True,True,0.2420271635055542,True,True,0.30431658029556274,True,True,0.2990313768386841,,,,True,True,0.2523147463798523,True,True,0.1926337480545044,True,True,0.15419483184814453,True,True,0.20674288272857666,4.86744353679685,0.824618884380007,0.11174242424242424,0.24188311688311687
292,Dpp10,True,True,0.5236225426197052,,,,,,,,,,,,,True,True,0.14201033115386963,True,True,0.1026761531829834,,,,,,,,,,True,True,0.15260803699493408,0.31329693486832,0.094353661333945,0.011363636363636364,0.08062770562770563
293,Dpp4,True,True,0.7247513234615326,True,True,0.3693080544471741,True,True,0.5290708839893341,True,True,0.34226202964782715,True,True,0.4449530839920044,True,True,0.3812662959098816,True,True,0.478699266910553,True,True,0.4562014937400818,True,True,0.354128897190094,True,True,0.4728356599807739,True,True,0.26929736137390137,0.552683332744973,0.265759043831431,0.11634199134199133,0.12121212121212122
294,Dpp6,True,True,0.31661003828048706,True,True,0.08408451080322266,True,True,0.08954286575317383,True,True,0.1768561601638794,True,True,0.1261388063430786,,,,True,True,0.05664205551147461,True,True,0.0810556411743164,True,True,0.10146456956863403,True,True,0.1115904450416565,,,,0.472250099693619,0.266918805670824,0.045725108225108224,0.12067099567099568
295,Dpysl2,True,True,0.16910576820373535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20368282935084,0.939001952465309,0.3787878787878788,0.08576839826839827
296,Dpysl3,True,True,0.20809996128082275,True,True,0.03300309181213379,,,,True,True,0.01135319471359253,,,,,,,,,,,,,,,,,,,True,True,0.11309492588043213,0.0154436871416663,0.0174231271677181,0.012987012987012988,0.00514069264069264
297,Dpysl5,True,True,0.6427700519561768,True,True,0.41840797662734985,True,True,0.6354265511035919,True,True,0.4760879874229431,True,True,0.4579119086265564,True,True,0.595435619354248,True,True,0.5117495059967041,True,True,0.530769944190979,True,True,0.47302335500717163,True,True,0.27039581537246704,True,True,0.5315907001495361,0.182880083904348,0.124104260552502,0.06764069264069264,0.05113636363636364
298,Drap1,True,True,0.6446967720985413,True,True,0.2644957900047302,True,True,0.47463828325271606,True,True,0.46424561738967896,True,True,0.5129156708717346,True,True,0.32093608379364014,True,True,0.4844098687171936,True,True,0.36724764108657837,True,True,0.3686222434043884,True,True,0.40134793519973755,True,True,0.42832446098327637,3.3285564136171,2.95845061962745,0.5928030303030303,0.3923160173160173
299,Drc1,True,True,0.43759971857070923,,,,,,,True,True,0.1713963747024536,,,,,,,True,True,0.12089771032333374,,,,,,,,,,,,,0.554271138764901,0.448052284568379,0.08198051948051949,0.03382034632034632
300,Dsg2,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.22163546085357666,,,,,,,0.885955375190801,0.839296782121319,0.15665584415584416,0.12662337662337664
301,Dsp,,,,True,True,0.19587290287017822,True,True,0.0312921404838562,,,,,,,,,,True,True,0.10409361124038696,,,,True,True,0.09730154275894165,True,True,0.2092997431755066,,,,1.19696015275193,0.322014103964635,0.23187229437229437,0.08495670995670995
302,Dst,True,True,0.6203722059726715,True,True,0.4360347390174866,True,True,0.41958439350128174,True,True,0.41757458448410034,True,True,0.3193410634994507,True,True,0.4351150393486023,True,True,0.3940284252166748,True,True,0.40335649251937866,True,True,0.43682652711868286,True,True,0.42308592796325684,True,True,0.40117818117141724,1.70123962643871,1.23609816871394,0.3471320346320346,0.3852813852813852
303,Dtd1,True,True,0.41377246379852295,,,,True,True,0.010258972644805908,,,,,,,,,,,,,,,,True,True,0.051025211811065674,,,,,,,2.39175226574968,0.563537095866614,0.3944805194805195,0.11607142857142858
304,Dtl,True,True,0.4637523293495178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135477077503023,0.294071503625512,0.045995670995671,0.011093073593073594
305,Dtymk,True,True,0.7199496924877167,True,True,0.5444976091384888,True,True,0.55008864402771,True,True,0.4683253765106201,True,True,0.6028890013694763,True,True,0.47564947605133057,True,True,0.5238935947418213,True,True,0.5171925723552704,True,True,0.5817778706550598,True,True,0.5606997907161713,True,True,0.5344024300575256,0.652019919633099,0.790269779519895,0.35173160173160173,0.1758658008658009
306,Dusp10,True,True,0.5822471082210541,True,True,0.3881688117980957,True,True,0.3361315131187439,True,True,0.43546825647354126,True,True,0.3360970616340637,True,True,0.37608957290649414,True,True,0.2559496760368347,True,True,0.3815678358078003,True,True,0.369723379611969,True,True,0.3162822723388672,True,True,0.32542628049850464,0.53650214730282,0.41490694948824,0.31304112554112556,0.1507034632034632
307,Dusp16,True,True,0.09952837228775024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.431950724076,0.451200860563804,0.058712121212121215,0.07981601731601731
308,Dut,True,True,0.31171780824661255,True,True,0.11354804039001465,True,True,0.0313870906829834,True,True,0.10563504695892334,,,,,,,True,True,0.039891958236694336,,,,True,True,0.023581266403198242,,,,,,,0.766222163970431,0.406016932562549,0.5744047619047619,0.027867965367965368
309,E2f1,True,True,0.724136233329773,True,True,0.4107321500778198,True,True,0.4830498695373535,True,True,0.46621274948120117,True,True,0.34138166904449463,True,True,0.3889120817184448,True,True,0.44896095991134644,True,True,0.45382869243621826,True,True,0.3425164222717285,True,True,0.3610617518424988,True,True,0.5340659618377686,0.329356344882257,0.246919377882592,0.1534090909090909,0.06060606060606061
310,Ebf1,True,True,0.32900798320770264,,,,,,,,,,,,,,,,,,,True,True,0.4031699299812317,,,,,,,,,,0.0238109481261373,0.0146196861025515,0.009469696969696972,0.010010822510822512
311,Ece1,True,True,0.5278595089912415,True,True,0.3807644248008728,True,True,0.32388967275619507,True,True,0.4194234013557434,True,True,0.3736974000930786,True,True,0.3898886442184448,True,True,0.2684723138809204,True,True,0.3887285590171814,True,True,0.37121015787124634,True,True,0.29575520753860474,True,True,0.4508824944496155,0.938418542716101,0.822491783885231,0.3671536796536797,0.19832251082251084
312,Ect2,,,,,,,True,True,0.6640231609344482,,,,,,,,,,,,,,,,,,,,,,,,,0.11155743101278,0.0886985360212406,0.05005411255411255,0.06168831168831168
313,Eea1,True,True,0.02899235486984253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4949749601149,1.32751660854801,0.154491341991342,0.10470779220779221
314,Eepd1,True,True,0.2045390009880066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915837828262472,0.274682851887594,0.09090909090909091,0.04301948051948052
315,Efcab1,True,True,0.012293219566345215,,,,True,True,0.029572725296020508,True,True,0.13184219598770142,,,,,,,,,,,,,,,,,,,,,,1.43491346195872,0.771870445563746,0.3996212121212121,0.06845238095238096
316,Ehf,True,True,0.7431889772415161,True,True,0.4960209131240845,True,True,0.4926050901412964,True,True,0.43973100185394287,True,True,0.5992883145809174,True,True,0.5288098454475403,True,True,0.5250781774520874,True,True,0.43643903732299805,True,True,0.6033767461776733,True,True,0.5382214188575745,True,True,0.46834105253219604,0.285669347203822,0.252616154993458,0.1747835497835498,0.0625
317,Eif2b2,True,True,0.15554559230804443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93556770360553,0.57070426835486,0.4778138528138528,0.03354978354978355
318,Eif2s3y,True,True,0.2961338758468628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600552597839858,0.48308222534544,0.16071428571428573,0.10254329004329005
319,Elavl3,True,True,0.44035792350769043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0315674327553589,0.0349728193153063,0.024891774891774892,0.010822510822510824
320,Elavl4,True,True,0.49228936433792114,True,True,0.1987287402153015,True,True,0.44668054580688477,True,True,0.25728607177734375,True,True,0.1277509331703186,True,True,0.3080519437789917,True,True,0.26720142364501953,True,True,0.3015185594558716,True,True,0.3536321520805359,True,True,0.07767361402511597,True,True,0.3922276496887207,0.436230417830244,0.31721186478432,0.13068181818181818,0.09361471861471862
321,Elf5,True,True,0.43052464723587036,,,,,,,True,True,0.35120731592178345,True,True,0.16005092859268188,True,True,0.4480966329574585,True,True,0.34575527906417847,,,,True,True,0.48043859004974365,True,True,0.28390246629714966,True,True,0.33194124698638916,0.237147965890575,0.247505447343979,0.10308441558441558,0.03165584415584415
322,Ell2,True,True,0.06860572099685669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748226246543389,0.455941546607892,0.09063852813852814,0.10984848484848485
323,Elmod1,True,True,0.5735313296318054,True,True,0.19606178998947144,True,True,0.2776467800140381,True,True,0.24420148134231567,True,True,0.16231900453567505,True,True,0.2627626061439514,True,True,0.2679673433303833,True,True,0.23595458269119263,True,True,0.20694315433502197,True,True,0.16934734582901,True,True,0.24960410594940186,0.649682236701289,0.24490970675667,0.04734848484848485,0.08225108225108227
324,Elp4,True,True,0.5115565359592438,True,True,0.21097129583358765,True,True,0.1457127332687378,True,True,0.22192001342773438,True,True,0.1218024492263794,True,True,0.1248810887336731,True,True,0.34096986055374146,True,True,0.2473466992378235,True,True,0.20976543426513672,True,True,0.3019025921821594,True,True,0.10201501846313477,1.58505505450557,1.00894252749873,0.3449675324675324,0.40313852813852813
325,Emb,True,True,0.5671493113040924,True,True,0.40727418661117554,True,True,0.43373721837997437,True,True,0.4222967028617859,True,True,0.4562991261482239,True,True,0.411019504070282,True,True,0.46382302045822144,True,True,0.4597190022468567,True,True,0.3036118745803833,True,True,0.4850836992263794,True,True,0.4758533239364624,0.966266614437336,0.663940461721936,0.6314935064935066,0.17045454545454547
326,Emid1,,,,,,,True,True,0.04595154523849487,True,True,0.12950032949447632,,,,True,True,0.06681567430496216,,,,True,True,0.11998867988586426,True,True,0.10750633478164673,,,,True,True,0.06251305341720581,0.463295058336639,0.155297296279724,0.1937229437229437,0.030573593073593072
327,Eml5,True,True,0.5298275649547577,True,True,0.3108740448951721,True,True,0.29360640048980713,True,True,0.20633608102798462,True,True,0.13469266891479492,True,True,0.23007351160049438,True,True,0.3350943922996521,True,True,0.3498106598854065,True,True,0.24513256549835205,True,True,0.4086388945579529,True,True,0.12978506088256836,1.48440894576624,0.920904829889095,0.10416666666666667,0.41314935064935066
328,Enah,,,,,,,True,True,0.27220916748046875,True,True,0.33103686571121216,,,,,,,True,True,0.3196970224380493,True,True,0.40553587675094604,,,,True,True,0.22009313106536865,True,True,0.26792943477630615,1.96453125800736,2.35452840035991,0.4407467532467533,0.4383116883116883
329,Enpp1,True,True,0.2791184186935425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125223493575135,0.0452930331048001,0.043560606060606064,0.017045454545454548
330,Enpp2,True,True,0.43405646085739136,,,,,,,True,True,0.0406833291053772,,,,True,True,0.08302175998687744,,,,,,,True,True,0.09614235162734985,,,,,,,0.588966014859616,0.181021917560136,0.3208874458874459,0.05735930735930736
331,Entpd3,True,True,0.89984480291605,True,True,0.7285700142383575,True,True,0.7119400799274445,True,True,0.7310865223407745,True,True,0.7229298949241638,True,True,0.7041290104389191,True,True,0.7348937094211578,True,True,0.6679583787918091,True,True,0.742978036403656,True,True,0.7015103399753571,True,True,0.7285762131214142,0.446093621714713,0.328757940748073,0.18912337662337664,0.2297077922077922
332,Epb41l3,,,,,,,True,True,0.10731762647628784,,,,True,True,0.207200825214386,,,,True,True,0.13462191820144653,True,True,0.15951263904571533,,,,True,True,0.015890657901763916,True,True,0.1772921085357666,2.01274953448101,0.977355725997434,0.22564935064935063,0.27976190476190477
333,Epb42,True,True,0.4221804141998291,,,,,,,,,,,,,True,True,0.3052564263343811,,,,,,,,,,True,True,0.3937097191810608,,,,0.0906729523665824,0.117711329714861,0.0762987012987013,0.007575757575757576
334,Epha3,True,True,0.6580697894096375,True,True,0.20445400476455688,True,True,0.052686870098114014,True,True,0.1975681185722351,True,True,0.1884610652923584,True,True,0.17736464738845825,True,True,0.1674402952194214,,,,True,True,0.2586055397987366,True,True,0.17474287748336792,,,,0.225341967245676,0.0490065809094932,0.017045454545454544,0.05411255411255411
335,Epha4,True,True,0.6827993392944336,,,,True,True,0.520642876625061,,,,True,True,0.43431341648101807,,,,True,True,0.3541838526725769,,,,,,,True,True,0.4491311311721802,,,,0.035091135437928,0.0237584302445505,0.017586580086580088,0.017857142857142856
336,Eps8,True,True,0.2623850703239441,True,True,0.06657940149307251,,,,,,,True,True,0.033171892166137695,True,True,0.03737473487854004,,,,,,,,,,True,True,0.020968973636627197,True,True,0.02778327465057373,1.84188031258735,0.706751333912863,0.1699134199134199,0.2148268398268398
337,Eps8l2,True,True,0.3721192479133606,True,True,0.054383933544158936,True,True,0.04485619068145752,,,,,,,True,True,0.07168275117874146,,,,,,,True,True,0.030892133712768555,True,True,0.03502607345581055,,,,2.104339438754,1.33279793866581,0.41369047619047616,0.27245670995670995
338,Erich5,,,,,,,True,True,0.38204169273376465,,,,True,True,0.4822506308555603,,,,True,True,0.3957749605178833,,,,,,,,,,,,,0.353806145264686,0.234649912459315,0.1057900432900433,0.03787878787878789
339,Ero1lb,True,True,0.9051004871726036,True,True,0.8128038197755814,True,True,0.7708670943975449,True,True,0.7105028331279755,True,True,0.781323179602623,True,True,0.7697784602642059,True,True,0.7935811132192612,True,True,0.7295400500297546,True,True,0.7774487286806107,True,True,0.763342559337616,True,True,0.7557054162025452,0.200713814422508,0.148842161223834,0.1425865800865801,0.14231601731601734
340,Errfi1,True,True,0.7266873717308044,True,True,0.4976481795310974,True,True,0.5005568861961365,True,True,0.4105781316757202,True,True,0.5612311065196991,True,True,0.4994465708732605,True,True,0.5050512254238129,True,True,0.5299839675426483,True,True,0.43381303548812866,True,True,0.5270448923110962,True,True,0.47488832473754883,0.863340906849228,0.290673631951024,0.3425324675324675,0.2581168831168831
341,Espn,True,True,0.04877924919128418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.339232139331224,inf,0.1858766233766234,0.005681818181818182
342,Etl4,,,,,,,,,,True,True,0.14842283725738525,,,,,,,,,,True,True,0.05214160680770874,,,,,,,True,True,0.3368759751319885,1.96951271324521,0.626735768476673,0.1920995670995671,0.4134199134199134
343,Etv1,True,True,0.8765031397342682,True,True,0.6257097125053406,True,True,0.615482896566391,True,True,0.6636343002319336,True,True,0.6322619616985321,True,True,0.6352922022342682,True,True,0.6692234575748444,True,True,0.65553218126297,True,True,0.6846260726451874,True,True,0.669267475605011,True,True,0.6003060340881348,0.279009203034227,0.218711253916195,0.20129870129870128,0.13717532467532467
344,Etv5,True,True,0.09877932071685791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.281916458148223,0.122098356537868,0.03490259740259741,0.029491341991341992
345,Ext1,,,,,,,,,,,,,,,,True,True,0.2913113832473755,,,,,,,,,,,,,,,,0.490252897492855,0.65000515562343,0.08685064935064934,0.33089826839826836
