"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042593","GO:0042593","glucose homeostasis",42,0.414069190308109,1.46321709290357,0.00919170650243912,0.109920655446524,0.092596747540883,427,"tags=71%, list=46%, signal=40%","Ghrl/Ins2/Hmgn3/Birc5/Pdx1/Zbtb20/Pax6/Foxa3/Rph3al/Pdk3/Abcc8/Ppp3ca/G6pc2/Slc2a2/Mlxipl/Baiap3/Foxo1/Myt1/Rfx6/Gck/Tcf7l2/Igf1r/Ptprn2/Stxbp5l/Cacna1a/Pde1c/Nucks1/Ptprn/Pik3r1/Sesn3"
"GO:0007613","GO:0007613","memory",13,0.552954109027636,1.66261311228186,0.0100884394781796,0.118682698576633,0.0999778597837566,368,"tags=85%, list=40%, signal=52%","Ptn/Ccnd2/Abcc8/Mapt/Igf2/Rcan2/Nfix/Snap25/Lmx1b/Gabrb3/Shank2"
"GO:0050796","GO:0050796","regulation of insulin secretion",40,0.412506570166995,1.45061646931809,0.0100884394781796,0.118682698576633,0.0999778597837566,332,"tags=62%, list=36%, signal=42%","Ghrl/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Rph3al/Sytl4/Abcc8/Ppp3ca/G6pc2/Slc30a8/Slc2a2/Syt7/Baiap3/Foxo1/Gnao1/Myt1/Rfx6/Gipr/Gck/Acvr1c/Tcf7l2"
"GO:0050768","GO:0050768","negative regulation of neurogenesis",21,0.483389257305708,1.56158279095329,0.0106862623010595,0.123704172397065,0.104207930481069,231,"tags=57%, list=25%, signal=44%","Ptn/Idh2/Pax6/Abcc8/Ppp3ca/Dll3/Dusp10/Casz1/Cdh1/Hmga2/Nrp1/Dab1"
"GO:0051961","GO:0051961","negative regulation of nervous system development",21,0.483389257305708,1.56158279095329,0.0106862623010595,0.123704172397065,0.104207930481069,231,"tags=57%, list=25%, signal=44%","Ptn/Idh2/Pax6/Abcc8/Ppp3ca/Dll3/Dusp10/Casz1/Cdh1/Hmga2/Nrp1/Dab1"
"GO:0051223","GO:0051223","regulation of protein transport",59,0.381474367854282,1.39777645053412,0.0114335415885304,0.13130424348098,0.110610201833903,332,"tags=56%, list=36%, signal=38%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Cdk1/Cd200/Idh2/Rph3al/Sytl4/Abcc8/Ppp3ca/Pcsk1/G6pc2/Slc30a8/Slc2a2/Syt7/Cdh1/Baiap3/Foxo1/Gnao1/A1cf/Ahi1/Myt1/Rfx6/Gipr/Gck/Acvr1c/Tcf7l2"
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition",20,0.488878550708731,1.56515523513349,0.0117324535065324,0.133676064755531,0.11260821517252,270,"tags=60%, list=29%, signal=43%","Birc5/Cdk1/Cdc20/Spc24/Spc25/Cdca8/Cenpe/Zfp36l1/Ezh2/Incenp/Rfwd3/Clspn"
"GO:0070201","GO:0070201","regulation of establishment of protein localization",63,0.370036800841771,1.36155987431797,0.0120313655275737,0.136010827487493,0.114575010533966,394,"tags=60%, list=42%, signal=37%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Cdk1/Cd200/Idh2/Rph3al/Sytl4/Abcc8/Ppp3ca/Pcsk1/G6pc2/Slc30a8/Mapt/Slc2a2/Syt7/Cdh1/Baiap3/Foxo1/Gnao1/A1cf/Ahi1/Myt1/Rfx6/Gipr/Gck/Acvr1c/Tcf7l2/Snap25/Stxbp5l/Wipf1/Pde1c"
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation",20,0.488398526787197,1.56361842818484,0.0121808215743637,0.136632936574452,0.115099072893621,277,"tags=60%, list=30%, signal=43%","Pax4/Sult2b1/Pax6/Foxa3/Rock1/Prom1/Zfp36l1/Ezh2/Frzb/Errfi1/Vdr/Ahi1"
"GO:0051984","GO:0051984","positive regulation of chromosome segregation",10,0.600122700047537,1.727163196074,0.0127786459835256,0.136968153616012,0.115381458471132,183,"tags=70%, list=20%, signal=57%","Birc5/Cdk1/Smc4/Cdca8/Smc2/Cenpe/Incenp"
"GO:0006397","GO:0006397","mRNA processing",13,0.539879123511524,1.62329946580184,0.0127786459835256,0.136968153616012,0.115381458471132,297,"tags=69%, list=32%, signal=48%","Celf3/Cnot6l/Ptbp3/Zfp36l1/Akap17b/Celf4/Elavl4/A1cf/Rbfox3"
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process",13,0.539367598888743,1.62176142217181,0.0127786459835256,0.136968153616012,0.115381458471132,225,"tags=46%, list=24%, signal=35%","Acly/Idh2/Pdk3/Papss2/Adk/Acsl1"
"GO:0030073","GO:0030073","insulin secretion",45,0.385829270227343,1.3724060035425,0.0127786459835256,0.136968153616012,0.115381458471132,412,"tags=69%, list=44%, signal=40%","Ghrl/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Rph3al/Sytl4/Abcc8/Ppp3ca/G6pc2/Slc30a8/Slc2a2/Syt7/Baiap3/Foxo1/Gnao1/Myt1/Rfx6/Pclo/Gipr/Gck/Acvr1c/Tcf7l2/Snap25/Ptprn2/Stxbp5l/Pde1c/Ptprn"
"GO:0051301","GO:0051301","cell division",76,0.354805088290933,1.32274792367994,0.0126291898495111,0.136968153616012,0.115381458471132,335,"tags=53%, list=36%, signal=37%","Ptn/Cks2/Birc5/Ccnd2/Cdk1/Cdc20/Spc24/Top2a/Cdc14b/Smc4/Spc25/Lig1/Cdca8/Pax6/Ccnb2/Hepacam2/Cat/Smc2/Rock1/Nusap1/Tpx2/Racgap1/Prc1/Gnai1/Cenpe/Aurka/Wapl/Incenp/Kif23/Hells/Hmga2/Nek6/Igf2/Pard3/Sox5/Klhl13/Fgfr2/Cdk6/Stox1/Igf1r"
"GO:0034641","GO:0034641","cellular nitrogen compound metabolic process",272,0.306820400850315,1.2190692741105,0.0127786459835256,0.136968153616012,0.115381458471132,426,"tags=52%, list=46%, signal=40%","Ins2/Gnas/Isl1/Hmgn3/Maged2/H19/Gch1/Meis2/Cks2/Nudt19/Birc5/Pax4/Pdx1/Anxa4/Gars/Cdk1/Anxa2/Runx1t1/Acly/Arg1/Top2a/Sult2b1/Cdc14b/Gmnn/Smarca1/Tyms/Smc4/Zbtb20/Lig1/Dek/Cd200/Celf3/Gspt1/Cenpf/Pim2/Idh2/Pax6/Foxa3/Cnot6l/Cat/Pam/Pdk3/Tox3/Pak3/Ppp3ca/Smc2/Ptbp3/Parm1/Litaf/Cbfa2t3/Papss2/Mcm6/Rock1/Pcsk1/Drap1/Etv1/Lmna/Auts2/Nasp/Tshz1/Dtymk/Actn4/Zfp36l1/Wapl/Mcm7/Casz1/Chd7/Ezh2/Wwc1/Cdh1/Prim1/Hells/Hmga2/Ddc/Entpd3/Adk/Kif22/Mlxipl/Atad2/Akap17b/Elp4/Pkib/Acsl1/Cenpk/Vdr/Rfwd3/E2f1/Celf4/St18/Fmo2/Nfib/Elavl4/Foxo1/Ehf/Basp1/Slc7a2/Ncoa7/Clspn/Rbms3/A1cf/Igf2/Ahi1/Cbfa2t2/Kit/Myt1/Sox5/Rfx6/Galr1/Rbfox3/Pou6f2/Fgfr2/Hipk2/Lrp8/Notch2/Cdk6/Gck/Stox1/Tcf7l2/Igf1r/Nfix/St6galnac5/Lmx1b/Setbp1/Eya2/Myt1l/Pde1a/Fmn2/Irx2/Nucks1/Fhl2/Rcor2/Mapre3/Tipin/Prox1/Ptprn/Rrm1/Prdm16/Arid5b/Atp8b1/Pik3r1/Zfhx3"
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation",10,0.599386445375832,1.72504424278027,0.0130775583106524,0.138125743616891,0.116356607942647,277,"tags=70%, list=30%, signal=50%","Pax4/Sult2b1/Pax6/Foxa3/Prom1/Vdr/Ahi1"
"GO:0006810","GO:0006810","transport",282,0.307473743645343,1.22364377294746,0.0130775583106524,0.138125743616891,0.116356607942647,432,"tags=53%, list=47%, signal=41%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Krt18/Cpe/Maged2/Rap1b/Glud1/Peg10/Map1b/Immp1l/Birc5/Emb/Pdx1/Marcks/Syt13/Cdk1/Anxa2/Dbn1/Arg1/Cd200/Cenpf/Idh2/Pax6/Grb10/Rph3al/Sytl4/Cplx2/Abcc8/Ppp3ca/Slc35b1/Rock1/Pcsk1/Lmnb1/G6pc2/Ank/Lmna/Scg5/Nasp/Slc30a8/Racgap1/Mapt/Slc2a2/Wnk3/Actn4/Zfp36l1/Tmem163/Syt7/Rab3b/Chd7/Cdh1/Slc2a5/Ghr/Slc39a10/Cacna2d1/Hmga2/Ddc/Camk2b/Dst/Stard10/Ncam1/Acsl1/Baiap3/Slc16a10/Atp2a2/Vdr/Sel1l/Ica1/Maob/Stxbp1/Tcp11/Grin3a/Foxo1/Syne1/Gnao1/Slc7a2/Agap3/Ndc1/A1cf/Ahi1/Pard3/Kifc1/Kit/Myt1/Slc7a14/Ttyh2/Rfx6/Galr1/Rab27a/Pclo/Rimbp2/Mtch1/Fgfr2/Gipr/Lrp8/Kcnb2/Gria2/Kcnc3/Cnksr3/Gck/Acvr1c/Cadps/Tcf7l2/Bcl2/Igf1r/Tmem184b/Ap3b2/Kcnmb2/Clmn/Grin2c/Dennd2a/Abcb9/Ap1s2/Nfix/Slc16a12/Snap25/Kcnk16/Lmx1b/Gabrb3/Eya2/Pex5l/Mctp2/Kcnh8/Cdh2/Ptprn2/Dnah9/Fmn2/Stxbp5l/Cacna1a/Wipf1/Pde1c/Tmem108/Arl6ip1/Ffar4/Atox1/Gpc3/Ptprn/Desi1/Stxbp6/Nde1/Atp8b1/Wipi1/Pik3r1/Mia3/Pacsin1/Fgf12"
"GO:0045786","GO:0045786","negative regulation of cell cycle",38,0.406287035920979,1.4165382002032,0.0132270145024293,0.138691956413153,0.116833583476835,334,"tags=61%, list=36%, signal=40%","Birc5/Cdk1/Cdc20/Spc24/Gmnn/Spc25/Cdca8/Trim35/Cenpe/Aurka/Zfp36l1/Wapl/Ezh2/Hpgd/Incenp/Rfwd3/E2f1/Clspn/Kifc1/Mdm1/Fgfr2/Cdk6/Bcl2"
"GO:0071407","GO:0071407","cellular response to organic cyclic compound",30,0.429399412038935,1.45331847502896,0.0147215773181676,0.153252678988407,0.129099481517895,264,"tags=47%, list=28%, signal=35%","Gnas/Isl1/Rap1b/Cdk1/Pak3/Gnai1/Slc2a2/Zfp36l1/Ezh2/Cdh1/Hmga2/Vdr/Akr1cl/Gnao1"
"GO:1903311","GO:1903311","regulation of mRNA metabolic process",15,0.526479226465216,1.61674799480056,0.015470331697051,0.159896928325949,0.134696572219437,297,"tags=67%, list=32%, signal=46%","Celf3/Cnot6l/Ptbp3/Rock1/Zfp36l1/E2f1/Celf4/Elavl4/A1cf/Rbfox3"
"GO:0007420","GO:0007420","brain development",57,0.373516652213406,1.36622968275087,0.0157707171400236,0.161845586536271,0.136338114581167,419,"tags=60%, list=45%, signal=35%","Nnat/Isl1/Meis2/Smarca1/Cenpf/Pax6/Chd7/Ezh2/Hmga2/Lamb1/Ncam1/Nrp1/Dab1/E2f1/Sez6l2/Nfib/Elavl4/Fgfr2/Lrp8/Tcf7l2/Bcl2/Igf1r/Nfix/Sez6l/Lmx1b/Gabrb3/Phactr1/Cdh2/Nfasc/Unc5c/Cacna1a/Tmem108/Prox1/Nde1"
"GO:1901875","GO:1901875","positive regulation of post-translational protein modification",10,0.585715092096346,1.68569785874417,0.0166718744695258,0.163001367279755,0.137311739941044,140,"tags=40%, list=15%, signal=34%","Birc5/Cdc20/Dek/Auts2"
"GO:0051781","GO:0051781","positive regulation of cell division",15,0.523032252440311,1.60616279397448,0.0163714885354388,0.163001367279755,0.137311739941044,335,"tags=73%, list=36%, signal=48%","Ptn/Birc5/Cdc14b/Cdca8/Cat/Racgap1/Incenp/Kif23/Igf2/Fgfr2/Igf1r"
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle",21,0.470663225089657,1.52047150723038,0.0166718744695258,0.163001367279755,0.137311739941044,334,"tags=62%, list=36%, signal=41%","Ccnd2/Cdk1/Adamts1/Pim2/Ppp3ca/Nasp/Ezh2/Camk2b/Rfwd3/E2f1/Cdk6/Stox1/Bcl2"
"GO:0044843","GO:0044843","cell cycle G1/S phase transition",21,0.470663225089657,1.52047150723038,0.0166718744695258,0.163001367279755,0.137311739941044,334,"tags=62%, list=36%, signal=41%","Ccnd2/Cdk1/Adamts1/Pim2/Ppp3ca/Nasp/Ezh2/Camk2b/Rfwd3/E2f1/Cdk6/Stox1/Bcl2"
"GO:0050769","GO:0050769","positive regulation of neurogenesis",29,0.425931710054469,1.43525438701136,0.0160711027559931,0.163001367279755,0.137311739941044,317,"tags=48%, list=34%, signal=33%","Map1b/Ptn/Marcks/Dbn1/Pax6/Pak3/Dll3/Mapt/Camk2b/Nrp1/E2f1/Kit/Lrp8/Notch2"
"GO:0019219","GO:0019219","regulation of nucleobase-containing compound metabolic process",193,0.313822856258214,1.23235849916246,0.0166718744695258,0.163001367279755,0.137311739941044,479,"tags=60%, list=52%, signal=36%","Ins2/Gnas/Isl1/Hmgn3/Maged2/H19/Meis2/Cks2/Birc5/Pax4/Pdx1/Anxa4/Cdk1/Anxa2/Runx1t1/Top2a/Gmnn/Smarca1/Zbtb20/Dek/Cd200/Celf3/Cenpf/Pim2/Pax6/Foxa3/Cnot6l/Cat/Pam/Pdk3/Tox3/Pak3/Ppp3ca/Ptbp3/Parm1/Litaf/Cbfa2t3/Rock1/Drap1/Etv1/Lmna/Auts2/Tshz1/Actn4/Zfp36l1/Wapl/Casz1/Chd7/Ezh2/Wwc1/Cdh1/Hmga2/Mlxipl/Atad2/Elp4/Pkib/Cenpk/Vdr/E2f1/Celf4/St18/Nfib/Elavl4/Foxo1/Ehf/Basp1/Ncoa7/A1cf/Igf2/Ahi1/Cbfa2t2/Kit/Myt1/Sox5/Rfx6/Galr1/Rbfox3/Pou6f2/Fgfr2/Hipk2/Lrp8/Notch2/Cdk6/Stox1/Tcf7l2/Igf1r/Nfix/Lmx1b/Setbp1/Eya2/Myt1l/Fmn2/Irx2/Nucks1/Fhl2/Rcor2/Mapre3/Tipin/Prox1/Ptprn/Prdm16/Arid5b/Atp8b1/Pik3r1/Zfhx3/Tgfbr1/Tcf20/Rfc2/Uhrf1/Atf3/Cdt1/Hdac6/Nr2f6/Mamld1/Hnf1b"
"GO:0050896","GO:0050896","response to stimulus",477,0.303131597629497,1.21584615190758,0.0166718744695258,0.163001367279755,0.137311739941044,500,"tags=58%, list=54%, signal=55%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Dlk1/Krt18/Ppy/Cpe/Ppp1r1a/Rap1b/Igfbpl1/Gch1/Meis2/Ppp1r14a/Akr1c19/Gng12/Cotl1/Glud1/Peg10/Tubb3/Ptn/Ambp/Birc5/Pdx1/Ccnd2/Marcks/Anxa4/Syt13/Rgs17/Cdk1/Anxa2/Dbn1/Cdc20/Spc24/Arg1/Top2a/Cdc14b/Lurap1l/Smc4/Gfra3/Zbtb20/Spc25/Lig1/Dek/Cd200/Tpm1/Cdca8/Pim2/Pax6/Foxa3/Upk3bl/Cat/Grb10/Rph3al/Sytl4/Pam/Pdk3/Bicc1/Tox3/Cplx2/Pak3/Abcc8/Ppp3ca/Smc2/Litaf/Dll3/Dusp10/Trim35/Cbfa2t3/Papss2/Mcm6/Rock1/Lmnb1/Wfdc15b/Ece1/Ank/Etv1/Lmna/Auts2/Scg5/Slc30a8/Racgap1/Mapt/Gnai1/Slc2a2/Wnk3/Cenpe/Aurka/Dtymk/Actn4/Zfp36l1/Mcm7/Usp18/Rap1gap2/Syt7/Dcdc2a/Cmtm8/Chd7/Ezh2/Cxxc4/Hpgd/Wwc1/Incenp/Spock2/Cdh1/Ppp1r14c/Gng4/Slc2a5/Frzb/Sulf2/Ghr/Slc39a10/Hells/Cacna2d1/Hmga2/Rasl11b/Ddc/Lamb1/Camk2b/Adk/Dst/Kif22/Mlxipl/Stard10/Errfi1/Ncam1/Dock11/Fstl1/Acsl1/Baiap3/Plcxd3/Nrp1/Dab1/Atp2a2/Vdr/Akr1cl/Sel1l/Rfwd3/E2f1/Sez6l2/Stxbp1/Celf4/St18/Ocrl/Tcp11/Cdc42ep1/Fmo2/Grin3a/St3gal4/Nfib/Foxo1/Ncald/Tspan5/Gnao1/Slc7a2/Agap3/Ncoa7/Gas2/Clspn/Rbms3/Dpp4/Igf2/Ahi1/Pard3/Flrt2/Cbfa2t2/Kit/Myt1/Sox5/Map3k15/Rfx6/Galr1/Rab27a/Pclo/Rassf3/Fgfr2/Lamc1/Hipk2/Gipr/Lrp8/Notch2/Cdk6/Gria2/Pde10a/Cnksr3/Gck/Acvr1c/Rcan2/Stox1/Tcf7l2/Bcl2/Igf1r/Kcnmb2/Grin2c/Pbld2/Ap1s2/Adgrg6/Nfix/Dner/Kctd8/Sez6l/Lmx1b/Gabrb3/Shank2/Eya2/Pex5l/Cdh2/Il1r1/Pde1a/Ptprn2/Unc5c/Fmn2/Cacna1a/Wipf1/Pde1c/Sdk1/Tmem108/Ffar4/Atox1/Nucks1/Fhl2/Tipin/Gpc3/Prox1/Serping1/Ptprn/Rrm1/Prdm16/Arid5b/Wipi1/Pik3r1/Cdkn3/Zfhx3/Sesn3/Mia3/Pacsin1/Pacrg/Fgf12/Shcbp1/Tgfbr1/Rasgrp3/Scn3a/Chn2/Tenm3/Tspear/Man1c1/Sulf1/Ksr2/Ociad2/Rfc2/Uhrf1/Atf3/Por/Cdt1/Hdac6/Nr2f6/Hnf1b/Pik3r3/Pappa2/Stk32a/Epha3/Adgrb3/Chga/Stmn1/Ccnb1/Amotl2/Alcam/Cmtm7/Arhgap36/Nr5a2/Zfp516/Tspan12/Aacs"
"GO:0048639","GO:0048639","positive regulation of developmental growth",20,0.475620610176111,1.52270965227526,0.0172726467693573,0.165519999173908,0.139433425994533,335,"tags=70%, list=36%, signal=46%","Map1b/Ccnd2/Cdk1/Dbn1/Mapt/Chd7/Ghr/Hmga2/Ncam1/Nrp1/Igf2/Fgfr2/Bcl2/Igf1r"
"GO:0051656","GO:0051656","establishment of organelle localization",49,0.385898485282969,1.38600194447741,0.0172726467693573,0.165519999173908,0.139433425994533,346,"tags=59%, list=37%, signal=39%","Map1b/Birc5/Spc24/Spc25/Cenpf/Cdca8/Pax6/Cplx2/Lmnb1/Nusap1/Lmna/Racgap1/Mapt/Cenpe/Actn4/Incenp/Kif22/Stxbp1/Syne1/Ahi1/Pard3/Kifc1/Kit/Rab27a/Pclo/Fgfr2/Ap3b2/Clmn/Ap1s2"
"GO:0000226","GO:0000226","microtubule cytoskeleton organization",58,0.369705257346146,1.35338333781026,0.0172726467693573,0.165519999173908,0.139433425994533,284,"tags=48%, list=31%, signal=36%","Map1b/Tubb3/Birc5/Cdk1/Cdc20/Cdc14b/Spc25/Cdca8/Pax6/Ccnb2/Hepacam2/Rock1/Nusap1/Lmna/Tpx2/Racgap1/Prc1/Mapt/Gnai1/Cenpe/Aurka/Incenp/Kif23/Dst/Cenph/Pard3/Kifc1/Mdm1"
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process",10,0.584659904165708,1.68266101018204,0.0175730331203471,0.167290650823304,0.14092501629752,225,"tags=50%, list=24%, signal=38%","Acly/Pdk3/Papss2/Adk/Acsl1"
"GO:0051047","GO:0051047","positive regulation of secretion",47,0.386369023996644,1.38129576257427,0.018173806191245,0.171879069011317,0.144790282555636,374,"tags=62%, list=40%, signal=39%","Ghrl/Ins2/Nnat/Gnas/Isl1/Glud1/Pdx1/Anxa2/Rph3al/Sytl4/Abcc8/Ppp3ca/Pcsk1/Slc30a8/Slc2a2/Syt7/Baiap3/Vdr/Stxbp1/A1cf/Rfx6/Galr1/Rab27a/Gipr/Gck/Cadps/Tcf7l2/Snap25/Pex5l"
"GO:0035264","GO:0035264","multicellular organism growth",21,0.46885682801369,1.51463596466334,0.0184741928991579,0.173585435877152,0.146227719598256,349,"tags=57%, list=38%, signal=36%","Gnas/Dlk1/H19/Zfp36l1/Chd7/Ghr/Hmga2/Igf2/Notch2/Tcf7l2/Bcl2/Nfix"
"GO:0048880","GO:0048880","sensory system development",35,0.419087771327157,1.4461912298289,0.0199761279559169,0.18648682033685,0.157095797439401,444,"tags=74%, list=48%, signal=40%","Isl1/Cryba2/Meis2/Ptn/Pax6/Ush1c/Prom1/Casz1/Chd7/Nrp1/Celf4/Nfib/Smoc1/Miat/Ahi1/Mdm1/Fgfr2/Hipk2/Notch2/Bcl2/Nfix/Lmx1b/Megf11/Prox1/Tgfbr1/Tenm3"
"GO:0000003","GO:0000003","reproduction",88,0.349395440550142,1.31628677232558,0.0208772900465728,0.192416806989751,0.162091195936516,538,"tags=75%, list=58%, signal=35%","Ghrl/Gnas/Maged2/H19/Ptn/Cks2/Birc5/Cdc20/Top2a/Smc4/Adamts1/Celf3/Foxa3/Ccnb2/Smc2/Mki67/Mcm6/Racgap1/Cenpe/Aurka/Mcm7/Chd7/Fndc3a/Hpgd/Incenp/Cdh1/Pcyt1b/Hmga2/Lamb1/Camk2b/Errfi1/Vdr/Stxbp1/Tcp11/Syne1/Gas2/Ndc1/A1cf/Kit/Fgfr2/Acvr1c/Tcf7l2/Bcl2/Igf1r/Gabrb3/Unc5c/Fmn2/Zdbf2/Ptprn/Arid5b/Pacrg/Tgfbr1/Cdc25c/Adamts16/Sulf1/Tpst2/Ncapd2/Hnf1b/Ccnb1/Elf5/Ndc80/Tgfb2/Rps6ka2/Krt19/Jam3/Cxadr"
"GO:0022414","GO:0022414","reproductive process",88,0.349395440550142,1.31628677232558,0.0208772900465728,0.192416806989751,0.162091195936516,538,"tags=75%, list=58%, signal=35%","Ghrl/Gnas/Maged2/H19/Ptn/Cks2/Birc5/Cdc20/Top2a/Smc4/Adamts1/Celf3/Foxa3/Ccnb2/Smc2/Mki67/Mcm6/Racgap1/Cenpe/Aurka/Mcm7/Chd7/Fndc3a/Hpgd/Incenp/Cdh1/Pcyt1b/Hmga2/Lamb1/Camk2b/Errfi1/Vdr/Stxbp1/Tcp11/Syne1/Gas2/Ndc1/A1cf/Kit/Fgfr2/Acvr1c/Tcf7l2/Bcl2/Igf1r/Gabrb3/Unc5c/Fmn2/Zdbf2/Ptprn/Arid5b/Pacrg/Tgfbr1/Cdc25c/Adamts16/Sulf1/Tpst2/Ncapd2/Hnf1b/Ccnb1/Elf5/Ndc80/Tgfb2/Rps6ka2/Krt19/Jam3/Cxadr"
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region",61,0.361294535343586,1.32582390928173,0.0217784528094605,0.198197617706222,0.166960929184742,394,"tags=62%, list=42%, signal=38%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Cd200/Idh2/Rph3al/Sytl4/Abcc8/Ppp3ca/Pcsk1/G6pc2/Slc30a8/Slc2a2/Syt7/Rab3b/Baiap3/Sel1l/Foxo1/Gnao1/A1cf/Ahi1/Myt1/Rfx6/Pclo/Gipr/Gck/Acvr1c/Tcf7l2/Snap25/Ptprn2/Stxbp5l/Pde1c"
"GO:0071692","GO:0071692","protein localization to extracellular region",61,0.361294535343586,1.32582390928173,0.0217784528094605,0.198197617706222,0.166960929184742,394,"tags=62%, list=42%, signal=38%","Ghrl/Ins2/Nnat/Gnas/Isl1/Hmgn3/Glud1/Birc5/Pdx1/Cd200/Idh2/Rph3al/Sytl4/Abcc8/Ppp3ca/Pcsk1/G6pc2/Slc30a8/Slc2a2/Syt7/Rab3b/Baiap3/Sel1l/Foxo1/Gnao1/A1cf/Ahi1/Myt1/Rfx6/Pclo/Gipr/Gck/Acvr1c/Tcf7l2/Snap25/Ptprn2/Stxbp5l/Pde1c"
"GO:0003012","GO:0003012","muscle system process",35,0.416625734579176,1.43769521492212,0.0223792283180824,0.201135052026492,0.16943541282994,286,"tags=49%, list=31%, signal=35%","Ghrl/Dbn1/Tpm1/Tpm4/Abcc8/Ppp3ca/Rock1/Ece1/Lmna/Ezh2/Sulf2/Cacna2d1/Adk/Errfi1/Atp2a2/Foxo1/Kit"
"GO:0051252","GO:0051252","regulation of RNA metabolic process",172,0.313149202180271,1.2278546182086,0.0223792283180824,0.201135052026492,0.16943541282994,438,"tags=56%, list=47%, signal=36%","Ins2/Gnas/Isl1/Hmgn3/Maged2/Meis2/Cks2/Birc5/Pax4/Pdx1/Anxa4/Anxa2/Runx1t1/Top2a/Gmnn/Smarca1/Zbtb20/Dek/Cd200/Celf3/Cenpf/Pim2/Pax6/Foxa3/Cnot6l/Cat/Pam/Tox3/Ppp3ca/Ptbp3/Litaf/Cbfa2t3/Rock1/Drap1/Etv1/Auts2/Tshz1/Actn4/Zfp36l1/Casz1/Chd7/Ezh2/Wwc1/Cdh1/Hmga2/Mlxipl/Atad2/Elp4/Cenpk/Vdr/E2f1/Celf4/St18/Nfib/Elavl4/Foxo1/Ehf/Basp1/Ncoa7/A1cf/Igf2/Ahi1/Cbfa2t2/Kit/Myt1/Sox5/Rfx6/Galr1/Rbfox3/Pou6f2/Fgfr2/Hipk2/Lrp8/Notch2/Cdk6/Stox1/Tcf7l2/Igf1r/Nfix/Lmx1b/Setbp1/Myt1l/Irx2/Nucks1/Fhl2/Rcor2/Mapre3/Prox1/Ptprn/Prdm16/Arid5b/Atp8b1/Pik3r1/Zfhx3/Tgfbr1/Tcf20"
"GO:0032024","GO:0032024","positive regulation of insulin secretion",22,0.469374893220776,1.52647795278411,0.0226796161644554,0.202576571543006,0.170649743459645,332,"tags=68%, list=36%, signal=45%","Ghrl/Nnat/Gnas/Isl1/Glud1/Pdx1/Rph3al/Abcc8/Slc30a8/Slc2a2/Baiap3/Rfx6/Gipr/Gck/Tcf7l2"
"GO:0032467","GO:0032467","positive regulation of cytokinesis",10,0.574215372905701,1.65260147403868,0.0229800040689946,0.202756499316068,0.170801313940281,186,"tags=60%, list=20%, signal=48%","Birc5/Cdc14b/Cdca8/Racgap1/Incenp/Kif23"
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process",17,0.496664801095408,1.56426909903403,0.0229800040689946,0.202756499316068,0.170801313940281,332,"tags=59%, list=36%, signal=38%","Ins2/Zbtb20/Grb10/Pdk3/Cbfa2t3/Mlxipl/Foxo1/Igf2/Gck/Tcf7l2"
"GO:0043069","GO:0043069","negative regulation of programmed cell death",67,0.356456906133299,1.31731871512184,0.0232803920294483,0.204161983434011,0.171985288485494,434,"tags=61%, list=47%, signal=35%","Ghrl/Isl1/Krt18/Birc5/Pax4/Pdx1/Ccnd2/Cdk1/Pim2/Cat/Tox3/Rock1/Lmna/Wnk3/Aurka/Slc39a10/Hells/Hmga2/Ncam1/Fstl1/Nrp1/Stxbp1/Foxo1/Ahi1/Kit/Fgfr2/Hipk2/Tcf7l2/Bcl2/Igf1r/Nfix/Eya2/Kcnh8/Fmn2/Cacna1a/Arl6ip1/Ffar4/Atox1/Fhl2/Pik3r1/Tgfbr1"
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy",10,0.57172770188419,1.64544191511523,0.025383109151499,0.20760622356367,0.174886703442135,257,"tags=70%, list=28%, signal=51%","Ppp3ca/Rock1/Ece1/Lmna/Adk/Errfi1/Foxo1"
"GO:0032465","GO:0032465","regulation of cytokinesis",14,0.532367533221974,1.62094477934667,0.024975024975025,0.20760622356367,0.174886703442135,335,"tags=71%, list=36%, signal=46%","Birc5/Cdc14b/Cdca8/Racgap1/Prc1/Aurka/Incenp/Kif23/Klhl13/Igf1r"
