"","x"
"4083",Inf
"4084",Inf
"4085",Inf
"4086",Inf
"4087",2.08784303304939
"4088",Inf
"4089",Inf
"4090",Inf
"4091",Inf
"4092",Inf
"4093",101720.782668467
"4094",Inf
"4095",0.603510120379409
"4096",12185.8258035152
"4097",9.43170423509887
"4098",Inf
"4099",Inf
"4100",3.01722750377344
"4101",Inf
"4102",0.0238109481261373
"4103",Inf
"4104",2.08233307671179
"4105",Inf
"4106",Inf
"4107",Inf
"4108",Inf
"4109",0.00846300947078452
"4110",Inf
"4111",Inf
"4112",Inf
"4113",Inf
"4114",Inf
"4115",Inf
"4116",Inf
"4117",3.34830868455315
"4118",0.285692265050154
"4119",Inf
"4120",Inf
"4121",Inf
"4122",Inf
"4123",8.36518929167923
"4124",2.67035055245098
"4125",Inf
"4126",Inf
"4127",Inf
"4128",Inf
"4129",Inf
"4130",Inf
"4131",Inf
"4132",Inf
"4133",Inf
"4134",Inf
"4135",Inf
"4136",Inf
"4137",Inf
"4138",Inf
"4139",Inf
"4140",Inf
"4141",Inf
"4142",0.211877437833542
"4143",3.35908365582033
"4144",0.0449166453354563
"4145",1.17490559178389
"4146",5.39662696082036
"4147",2.13600512159154
"4148",3.8757316772109
"4149",0.083483410148538
"4150",Inf
"4151",5.62570844217912
"4152",Inf
"4153",Inf
"4154",Inf
"4155",Inf
"4156",Inf
"4157",Inf
"4158",Inf
"4159",1.97336405192686
"4160",Inf
"4161",Inf
"4162",105382.517876978
"4163",0.0399520598078977
"4164",Inf
"4165",1.19607716861013
"4166",0.0283355696070883
"4167",19.1604536092075
"4168",2.60926089056911
"4169",Inf
"4170",29680.8400341919
"4171",8.80969459338522
"4172",10.3163960857316
"4173",Inf
"4174",Inf
"4175",3.89851930905477
"4176",13.8862076078192
"4177",0.0450744957481341
"4178",Inf
"4179",7.8162951358849
"4180",Inf
"4181",6.54322636304622
"4182",0.0106434518719459
"4183",0.242188644247572
"4184",5.33381874529732
"4185",Inf
"4186",Inf
"4187",2.40002210403899
"4188",Inf
"4189",0.256376628420778
"4190",0.013419184956092
"4191",0.918369184202183
"4192",2.53282763403153
"4193",Inf
"4194",Inf
"4195",4.59200326397008
"4196",0.432950714625898
"4197",1.39639231966642
"4198",Inf
"4199",1.68732493926743
"4200",3.15580155306239
"4201",Inf
"4202",Inf
"4203",Inf
"4204",7.67351214544679
"4205",Inf
"4206",2.44906673127932
"4207",5.35878601885873
"4208",1.64742664818683
"4209",3.4731055665009
"4210",Inf
"4211",11.2165400476624
"4212",Inf
"4213",0.275852092550964
"4214",Inf
"4215",2.15676294518952
"4216",70.0003296440095
"4217",Inf
"4218",Inf
"4219",Inf
"4220",Inf
"4221",Inf
"4222",Inf
"4223",Inf
"4224",Inf
"4225",Inf
"4226",Inf
"4227",Inf
"4228",Inf
"4229",Inf
"4230",Inf
"4231",Inf
"4232",0.958206367406502
"4233",Inf
"4234",3.00733050920583
"4235",Inf
"4236",Inf
"4237",Inf
"4238",0.969944202957506
"4239",Inf
"4240",Inf
"4241",19.0890019844505
"4242",Inf
"4243",8.96020027580275
"4244",2.55922425426141
"4245",0.218566141864226
"4246",Inf
"4247",Inf
"4248",Inf
"4249",4.47678044379761
"4250",0.3132969348681
"4251",Inf
"4252",7.02927796888943e-05
"4253",Inf
"4254",4.08650887042319
"4255",1.80193079748069
"4256",Inf
"4257",0.521519678792066
"4258",1.56570337671582
"4259",14.3918824616376
"4260",Inf
"4261",2.9208797277541
"4262",Inf
"4263",1.30613031526656
"4264",2.3259102763207
"4265",10.5629421727898
"4266",2.11366584157729
"4267",0.512926865563179
"4268",2.38127452605716
"4269",Inf
"4270",Inf
"4271",Inf
"4272",0.157595407645637
"4273",13.8613485354331
"4274",Inf
"4275",Inf
"4276",1.65525912010253
"4277",Inf
"4278",Inf
"4279",0.44342533263758
"4280",0.0174231271677193
"4281",14264.3571502946
"4282",47748.6548844612
"4283",Inf
"4284",Inf
"4285",9.00696575150233
"4286",Inf
"4287",Inf
"4288",Inf
"4289",2.17823248401257
"4290",Inf
"4291",Inf
"4292",Inf
"4293",Inf
"4294",Inf
"4295",Inf
"4296",Inf
"4297",Inf
"4298",0.132108942607237
"4299",Inf
"4300",Inf
"4301",Inf
"4302",Inf
"4303",3.05685472962427
"4304",Inf
"4305",Inf
"4306",1.5657033766145
"4307",255938.63956433
"4308",0.0002687027839802
"4309",Inf
"4310",0.601229504326814
"4311",44009.6489143075
"4312",Inf
"4313",Inf
"4314",Inf
"4315",Inf
"4316",Inf
"4317",Inf
"4318",0.119096838903597
"4319",Inf
"4320",Inf
"4321",Inf
"4322",3.64740793748805
"4323",Inf
"4324",Inf
"4325",Inf
"4326",Inf
"4327",1.04304732400597
"4328",Inf
"4329",4.84660096142705
"4330",0.166474497646283
"4331",0.905507302917493
"4332",0.0547556797950371
"4333",9.26178026196134
"4334",2.16043255566131
"4335",2.62200420858881
"4336",Inf
"4337",Inf
"4338",0.0836028994742031
"4339",Inf
"4340",Inf
"4341",5.78598983805146
"4342",Inf
"4343",1.45481389832653
"4344",Inf
"4345",4.44670476529569
"4346",Inf
"4347",Inf
"4348",2.00033720180861
"4349",5.61241192146777
"4350",7.37815110812255
"4351",Inf
"4352",Inf
"4353",0.562671057608187
"4354",3.43358639540091
"4355",5.16149998410786
"4356",Inf
"4357",36.355675466138
"4358",Inf
"4359",1.46487769520207
"4360",9.29220380071592
"4361",11.0063717648617
"4362",3.89996375250502
"4363",5.73344245012605
"4364",1.15064658723175
"4365",Inf
"4366",Inf
"4367",Inf
"4368",Inf
"4369",0.491468368662257
"4370",Inf
"4371",67.9071752310818
"4372",Inf
"4373",Inf
"4374",Inf
"4375",7.789853676668
"4376",0.375724291124737
"4377",Inf
"4378",Inf
"4379",Inf
"4380",6.83679562660528
"4381",7.23879373090942
"4382",1.51196095821856
"4383",20.496411088731
"4384",4.30474314553711
"4385",1.5891748392962
"4386",2.74688553110253
"4387",Inf
"4388",0.501315725895234
"4389",0.059109863657454
"4390",6.64024578173028
"4391",0.239213031346393
"4392",Inf
"4393",Inf
"4394",1.58157222554585
"4395",8.68236439619146
"4396",28155.6371738464
"4397",3.0639917829073
"4398",0.576499779032283
"4399",0.288249028963824
"4400",0.275852092547593
"4401",5.12396601771274
"4402",Inf
"4403",Inf
"4404",Inf
"4405",Inf
"4406",Inf
"4407",Inf
"4408",Inf
"4409",Inf
"4410",Inf
"4411",Inf
"4412",Inf
"4413",Inf
"4414",Inf
"4415",Inf
"4416",Inf
"4417",Inf
"4418",Inf
"4419",Inf
"4420",Inf
"4421",Inf
"4422",Inf
"4423",0.44698324188585
"4424",5.06117510760189
"4425",4.96626156307182
"4426",3.5519905501839
"4427",4.30823385231014
"4428",5.56965075964964
"4429",0.651728044976437
"4430",0.577101582927702
"4431",0.763635168568405
"4432",5.63316953976398
"4433",Inf
"4434",Inf
"4435",0.643229160796939
"4436",11.4731309440977
"4437",1.512722452673
"4438",0.870382757629393
"4439",10.6054580829331
"4440",10.7550348988533
"4441",Inf
"4442",0.863932772882125
"4443",Inf
"4444",11060.7998537445
"4445",50.337602041746
"4446",3.82270816297765
"4447",Inf
"4448",Inf
"4449",Inf
"4450",Inf
"4451",8.87567210920133
"4452",0.0106434518719449
"4453",4.24607736358884
"4454",Inf
"4455",Inf
"4456",2.89375320366667
"4457",Inf
"4458",4.33546551453285
"4459",1.61995806950779
"4460",0.103788814370117
"4461",4.21794057731102
"4462",2.38397085978347
"4463",4.86485712855501
"4464",6.70454594501733
"4465",1.49360942822453
"4466",1.95405499126715
"4467",0.128965413328845
"4468",8.51275197087868
"4469",3.1733619051206
"4470",Inf
"4471",0.157853674729545
"4472",0.632472635424815
"4473",3.17437067278836
"4474",6.48919513154872
"4475",Inf
"4476",Inf
"4477",1.13015687689012
"4478",1.80303477172115
"4479",Inf
"4480",3.37086230732658
"4481",4.94014634080931
"4482",2.63787286254502
"4483",Inf
"4484",Inf
"4485",3.36420499419362
"4486",0.831563677954878
"4487",Inf
"4488",4.16500230736503
"4489",0.350551821163887
"4490",Inf
"4491",1.97642457968194
"4492",20.7670610545725
"4493",0.517907552251991
"4494",7.10891085746696
"4495",4.71465843672905
"4496",0.749016885139595
"4497",4.99398057072106
"4498",Inf
"4499",Inf
"4500",Inf
"4501",Inf
"4502",Inf
"4503",Inf
"4504",0.000120970190500945
"4505",Inf
"4506",Inf
"4507",Inf
"4508",Inf
"4509",Inf
"4510",Inf
"4511",Inf
"4512",Inf
"4513",Inf
"4514",Inf
"4515",Inf
"4516",0.00105111230675999
"4517",Inf
"4518",Inf
"4519",Inf
"4520",Inf
"4521",3.52981040025559
"4522",1.09698730571644
"4523",Inf
"4524",1.51124371074505
"4525",9.70168021108381e-05
"4526",Inf
"4527",0.0161239381839312
"4528",Inf
"4529",2.44280896439968
"4530",0.883350188932331
"4531",2.26057190185399
"4532",15.0215145055669
"4533",5.29280838939062
"4534",0.334136181779131
"4535",2.66672175454106
"4536",Inf
"4537",Inf
"4538",0.171918475060344
"4539",11.8204551146613
"4540",8.78694478568927
"4541",Inf
"4542",Inf
"4543",Inf
"4544",2.8436129385329
"4545",1.80996207015179
"4546",1.98167280348569
"4547",1.15707048947463
"4548",3.52487502994817
"4549",Inf
"4550",Inf
"4551",Inf
"4552",5.42030123721774
"4553",Inf
"4554",0.237770773501632
"4555",5.28196114388513
"4556",Inf
"4557",Inf
"4558",Inf
"4559",Inf
"4560",4.77924904682226
"4561",Inf
"4562",8.32342767354621
"4563",2.42063302538234
"4564",10.1632280329651
"4565",Inf
"4566",Inf
"4567",0.117711329714386
"4568",3238.35708840685
"4569",Inf
"4570",Inf
"4571",Inf
"4572",1.7388475476371
"4573",Inf
"4574",Inf
"4575",Inf
"4576",0.0563863932323203
"4577",1.26488787978193
"4578",4.51625391587228
"4579",Inf
"4580",Inf
"4581",3.99072088224771
"4582",9.12838316609036
"4583",2.12303288558713
"4584",Inf
"4585",Inf
"4586",Inf
"4587",2.02170729096573
"4588",9.56304223908105
"4589",Inf
"4590",0.00315654209236227
"4591",Inf
"4592",1.90033723018718
"4593",1.87172141296346
"4594",Inf
"4595",Inf
"4596",Inf
"4597",Inf
"4598",Inf
"4599",2893.73787612023
"4600",1.77131294266318
"4601",13.2483604690225
"4602",Inf
"4603",2.57618082623185
"4604",Inf
"4605",Inf
"4606",Inf
"4607",Inf
"4608",Inf
"4609",Inf
"4610",Inf
"4611",0.0205393072240049
"4612",5.56212062341771
"4613",Inf
"4614",Inf
"4615",Inf
"4616",Inf
"4617",Inf
"4618",Inf
"4619",Inf
"4620",Inf
"4621",Inf
"4622",0.00532659800726783
"4623",Inf
"4624",0.00613667258892997
"4625",Inf
"4626",0.208210058095132
"4627",Inf
"4628",3.16837696872803
"4629",1.09430647882641
"4630",1.75790824534649
"4631",Inf
"4632",2.73048411601463
"4633",6.6283332011591
"4634",Inf
"4635",Inf
"4636",Inf
"4637",2.36867608860201
"4638",8.71738510372808
"4639",0.725639289618326
"4640",Inf
"4641",4.35880364770617
"4642",7.29189023767917
"4643",Inf
"4644",7.42454472308145
"4645",0.458996713435967
"4646",Inf
"4647",5.30771336627232
"4648",14.5671524850381
"4649",0.214947992314563
"4650",2.1990576727468
"4651",Inf
"4652",Inf
"4653",0.983379188304062
"4654",Inf
"4655",1.99176299985538
"4656",Inf
"4657",Inf
"4658",Inf
"4659",0.00195376485621099
"4660",Inf
"4661",7.39402687472523
"4662",Inf
"4663",2.0586123015249
"4664",0.885018267379727
"4665",4.55413241434503
"4666",Inf
"4667",1.67744300358825
"4668",0.105530381471752
"4669",0.746888029470567
"4670",0.169280513542204
"4671",Inf
"4672",Inf
"4673",Inf
"4674",Inf
"4675",Inf
"4676",Inf
"4677",Inf
"4678",0.000737676977335171
"4679",Inf
"4680",0.000423223893135794
"4681",Inf
"4682",Inf
"4683",Inf
"4684",9.97591969479997
"4685",0.0460429780282568
"4686",0.360536035724914
"4687",Inf
"4688",0.721868940919154
"4689",Inf
"4690",3.98798005056443
"4691",Inf
"4692",Inf
"4693",Inf
"4694",5.70832775359701
"4695",5.23998844075078
"4696",Inf
"4697",14.0015748744415
"4698",5.33638719050577
"4699",1.66854238956783
"4700",Inf
"4701",Inf
"4702",Inf
"4703",0.659100969952629
"4704",1.30875924249784
"4705",Inf
"4706",2.42194357065146
"4707",Inf
"4708",Inf
"4709",Inf
"4710",4.10289027508225
"4711",5.23538659446795
"4712",2.51322601218464
"4713",0.504702947281859
"4714",4.96078728956779
"4715",11.4442620925289
"4716",Inf
"4717",0.808540648619435
"4718",1.13442240960527
"4719",3.6131411674603
"4720",Inf
"4721",Inf
"4722",Inf
"4723",Inf
"4724",Inf
"4725",Inf
"4726",5.49198984787222
"4727",0.112195512185591
"4728",Inf
"4729",14.4631242293442
"4730",1.17991342400094
"4731",1.56532682751179
"4732",0.802689263409184
"4733",Inf
"4734",0.20029411831267
"4735",Inf
"4736",Inf
"4737",Inf
"4738",Inf
"4739",1.13015687688405
"4740",0.365337503098297
"4741",2.19708162417149
"4742",3.6867219501566
"4743",0.142633552424717
"4744",Inf
"4745",1.29489757664192
"4746",Inf
"4747",0.0504728306819481
"4748",0.0220116782208879
"4749",3.61079189432106
"4750",0.0132365565302461
"4751",Inf
"4752",0.101705161555184
"4753",0.217608290593602
"4754",Inf
"4755",Inf
"4756",Inf
"4757",1.9338873827569
"4758",Inf
"4759",22.9187082870549
"4760",Inf
"4761",Inf
"4762",0.274795144640676
"4763",Inf
"4764",Inf
"4765",0.427086259068365
"4766",4.06285834658594
"4767",7.2387454583018
"4768",0.517907552252347
"4769",Inf
"4770",5.39834169907349
"4771",7.62021772658404
"4772",Inf
"4773",1.00785919062715
"4774",Inf
"4775",2.82545531159288
"4776",Inf
"4777",Inf
"4778",Inf
"4779",0.060767803635641
"4780",Inf
"4781",0.693282058812965
"4782",5.12160738599705
"4783",16.8466920131222
"4784",Inf
"4785",Inf
"4786",Inf
"4787",1.2677121313403
"4788",0.458141506177904
"4789",Inf
"4790",2.82848363010031
"4791",Inf
"4792",3.25176371822026
"4793",1.01967029877283
"4794",Inf
"4795",5.86982239859687
"4796",Inf
"4797",Inf
"4798",Inf
"4799",Inf
"4800",Inf
"4801",Inf
"4802",Inf
"4803",Inf
"4804",Inf
"4805",0.345552235747352
"4806",Inf
"4807",0.116603071998535
"4808",2.5799764383582
"4809",3.68417756047413
"4810",Inf
"4811",Inf
"4812",4.69791229430134
"4813",0.282779835532012
"4814",Inf
"4815",0.514361631290742
"4816",0.774728961152406
"4817",Inf
"4818",Inf
"4819",0.296544816360396
"4820",1.35481369332314
"4821",17772.8979412209
"4822",Inf
"4823",0.155132004209348
"4824",0.775244048660868
"4825",5.46566748337563
"4826",984602.135486752
"4827",Inf
"4828",0.441371052827583
"4829",26119.5021633555
"4830",1.18735344420644
"4831",8.71198406799369
"4832",Inf
"4833",Inf
"4834",2.73134180826831
"4835",24.985390650294
"4836",0.10383480010875
"4837",0.29601896644993
"4838",1.24797167047523
"4839",Inf
"4840",14.658185623255
"4841",0.273528025986872
"4842",3.91633738082839
"4843",12.0415495739278
"4844",0.0628833753753806
"4845",Inf
"4846",3.43341993631599
"4847",Inf
"4848",0.292977759120107
"4849",Inf
"4850",0.0450744957481595
"4851",2.40841960193005
"4852",Inf
"4853",13.325390053955
"4854",Inf
"4855",0.239214609666298
"4856",Inf
"4857",3.16660638990288
"4858",0.771477941013522
"4859",0.872928183510508
"4860",Inf
"4861",Inf
"4862",Inf
"4863",4.9389377022284
"4864",12445.845576904
"4865",Inf
"4866",Inf
"4867",Inf
"4868",Inf
"4869",0.0981066769758132
"4870",Inf
"4871",Inf
"4872",20.2169259398538
"4873",Inf
"4874",Inf
"4875",Inf
"4876",Inf
"4877",Inf
"4878",1.30668492010734
"4879",Inf
"4880",Inf
"4881",Inf
"4882",1.75236690468462
"4883",3.88325482344661
"4884",Inf
"4885",1.35535752222346
"4886",0.827730865791412
"4887",47265.9541439542
"4888",5.60216403086182
"4889",15.2836410954843
"4890",Inf
"4891",0.506286619598582
"4892",4.47185707950528
"4893",3.13441054003712
"4894",1.00282732634604
"4895",0.184554832982216
"4896",Inf
"4897",0.742329825969894
"4898",3.16333048227669
"4899",2.28306347413764
"4900",0.754893276077573
"4901",0.119096838903436
"4902",2.76366323574183
"4903",0.229713179835928
"4904",1.2783895301384
"4905",Inf
"4906",0.0302675806075265
"4907",3.00889063203051
"4908",6.04452805257778
"4909",0.704818739866798
"4910",0.706340060325405
"4911",4.52535230753869
"4912",Inf
"4913",0.0761889644593903
"4914",Inf
"4915",Inf
"4916",Inf
"4917",Inf
"4918",12706.7070901849
"4919",3.20933705599776
"4920",95532.7519789484
"4921",0.184555868289822
"4922",0.482577540908024
"4923",3.19124014042534
"4924",0.658276269635641
"4925",Inf
"4926",Inf
"4927",Inf
"4928",12.8720211254273
"4929",Inf
"4930",0.513534292093073
"4931",0.327959919477931
"4932",Inf
"4933",0.159920389135771
"4934",Inf
"4935",3.65428129892575
"4936",Inf
"4937",Inf
"4938",Inf
"4939",Inf
"4940",0.439439717412025
"4941",Inf
"4942",2.64707014352768
"4943",Inf
"4944",Inf
"4945",Inf
"4946",1.10219374570202
"4947",Inf
"4948",0.000423223971803966
"4949",Inf
"4950",Inf
"4951",18.5299878298284
"4952",Inf
"4953",Inf
"4954",0.0278629910253114
"4955",0.0563863932322937
"4956",0.251181992779881
"4957",4.28657552282313
"4958",0.0995056528580453
"4959",Inf
"4960",0.919784614197768
"4961",0.358562932528637
"4962",0.0997276128721357
"4963",Inf
"4964",Inf
"4965",Inf
"4966",13.146512199353
"4967",Inf
"4968",6.44974155235479
"4969",Inf
"4970",2.0997902839595
"4971",Inf
"4972",Inf
"4973",Inf
"4974",Inf
"4975",Inf
"4976",0.743420321411454
"4977",0.427560165862923
"4978",0.365911256906925
"4979",0.111301845326669
"4980",Inf
"4981",0.192068473507404
"4982",Inf
"4983",Inf
"4984",Inf
"4985",Inf
"4986",3.78820078318675
"4987",11.8671316598775
"4988",Inf
"4989",0.605506983816305
"4990",Inf
"4991",Inf
"4992",3.94017292060584
"4993",9.89226188273039
"4994",4.62504389128154
"4995",Inf
"4996",Inf
"4997",3.59236136448533
"4998",4.66249845126942
"4999",7.0292677779442e-05
"5000",3.62930956002343
"5001",2.08521410652892
"5002",Inf
"5003",Inf
"5004",Inf
"5005",Inf
"5006",Inf
"5007",Inf
"5008",Inf
"5009",0.464133982502751
"5010",1.71193559763623
"5011",2.61522498134693
"5012",Inf
"5013",1.7762696749454
"5014",Inf
"5015",Inf
"5016",0.244092369897083
"5017",Inf
"5018",3.20151617873968
"5019",Inf
"5020",3.01796375522472
"5021",0.0318823553031885
"5022",0.78244412918968
"5023",1.03518706422775
"5024",Inf
"5025",Inf
"5026",Inf
"5027",Inf
"5028",16.4558826529183
"5029",8.00938287007965
"5030",0.892649154760098
"5031",0.448105507898883
"5032",Inf
"5033",Inf
"5034",Inf
"5035",0.264052331348355
"5036",1.61267502656398
"5037",7.15557718765301
"5038",4.12020027174805
"5039",6.19079410332402
"5040",1.04750495815584
"5041",Inf
"5042",Inf
"5043",4.22350365305424
"5044",0.800074285391078
"5045",14.4236008629803
"5046",Inf
"5047",Inf
"5048",Inf
"5049",Inf
"5050",Inf
"5051",Inf
"5052",Inf
"5053",Inf
"5054",0.00195376485621143
"5055",4.36927173470607
"5056",6.80140376303081
"5057",12124.4713714481
"5058",Inf
"5059",Inf
"5060",2.80841498843477
"5061",0.0935070920269157
"5062",Inf
"5063",Inf
"5064",4.01268459031161
"5065",3.76143030797994
"5066",0.800549262633516
"5067",0.314157456284149
"5068",Inf
"5069",9.89256881321741
"5070",Inf
"5071",2.92195157979221
"5072",14193.754480265
"5073",2.40246595554656
"5074",0.185938554563044
"5075",2.02690324806911
"5076",1.77132490535465
"5077",0.664938902298071
"5078",0.690364102454823
"5079",0.225917812728694
"5080",Inf
"5081",3.08044945892457
"5082",Inf
"5083",Inf
"5084",0.733115108791399
"5085",Inf
"5086",0.0386165068946876
"5087",Inf
"5088",1.32251976097888
"5089",Inf
"5090",Inf
"5091",0.263895230572716
"5092",19816.1012284241
"5093",Inf
"5094",2.33285622222413
"5095",Inf
"5096",Inf
"5097",Inf
"5098",Inf
"5099",5.23184844835034
"5100",4.41180348588772
"5101",12.822340560539
"5102",Inf
"5103",Inf
"5104",5.01636661846103
"5105",Inf
"5106",Inf
"5107",0.655037450556451
"5108",0.601392499045439
"5109",11.1524343460245
"5110",7.99440943672909
"5111",0.594571913508674
"5112",0.8769873484413
"5113",1.9032216008996
"5114",14.5944455965866
"5115",1.24033693773374
"5116",24472.8832335107
"5117",0.383305166111513
"5118",2.58944686216793
"5119",1.30728008241728
"5120",Inf
"5121",Inf
"5122",3.18108636845649
"5123",Inf
"5124",Inf
"5125",Inf
"5126",Inf
"5127",Inf
"5128",Inf
"5129",Inf
"5130",Inf
"5131",Inf
"5132",Inf
"5133",Inf
"5134",Inf
"5135",15.7564834979623
"5136",22189.1214369831
"5137",Inf
"5138",Inf
"5139",Inf
"5140",Inf
"5141",26878.6052712273
"5142",Inf
"5143",105705.784293512
"5144",Inf
"5145",Inf
"5146",0.0625976545124724
"5147",22790.654751717
"5148",Inf
"5149",Inf
"5150",18.1381156082478
"5151",4.89325117637305
"5152",12.1806576063816
"5153",0.0364802478728473
"5154",7.34322762261921
"5155",Inf
"5156",2.53813197515437
"5157",0.108478400864078
"5158",0.0535642990020059
"5159",0.334508852021527
"5160",17901.0143879669
"5161",6.95248501819296
"5162",18720.0706430638
"5163",2.89756007428566
"5164",1.93484540471318
"5165",Inf
"5166",Inf
"5167",Inf
"5168",Inf
"5169",1.46258428744928
"5170",Inf
"5171",Inf
"5172",0.0756767135613468
"5173",1.94988043357179
"5174",2.25769351834728
"5175",0.0255140581511579
"5176",3.46717560752016
"5177",Inf
"5178",2.48347402058304
"5179",5.71891720857972
"5180",Inf
"5181",5.84332766334997
"5182",Inf
"5183",Inf
"5184",Inf
"5185",Inf
"5186",Inf
"5187",Inf
"5188",Inf
"5189",Inf
"5190",Inf
"5191",Inf
"5192",Inf
"5193",0.108978650189742
"5194",1.39502712641196
"5195",49106.9691961479
"5196",0.936800175588714
"5197",Inf
"5198",5.61633864218434
"5199",0.0344645194785555
"5200",11431.6853688392
"5201",1.48440894576624
"5202",5.06299412099414
"5203",Inf
"5204",0.248819579571506
"5205",0.959322772893221
"5206",Inf
"5207",Inf
"5208",0.287578203974148
"5209",Inf
"5210",0.217608290600219
"5211",13.447669405574
"5212",Inf
"5213",0.0193043767253102
"5214",6.1840171202993
"5215",3.38480297256808
"5216",Inf
"5217",5.06944024660333
"5218",33.0583254299151
"5219",Inf
"5220",Inf
"5221",Inf
"5222",Inf
"5223",Inf
"5224",13.0194067518131
"5225",0.0310962106620134
"5226",Inf
"5227",Inf
"5228",Inf
"5229",9.42887604491187
"5230",Inf
"5231",0.0083401299124031
"5232",0.359939671055511
"5233",0.70959792715833
"5234",Inf
"5235",Inf
"5236",0.115813409621811
"5237",0.0501781427389653
"5238",0.0515676950899859
"5239",0.299140898063021
"5240",0.182301813264529
"5241",Inf
"5242",0.0527623241362295
"5243",Inf
"5244",Inf
"5245",Inf
"5246",4.45682220193117
"5247",0.397155629355204
"5248",0.0139625292355807
"5249",Inf
"5250",Inf
"5251",Inf
"5252",Inf
"5253",Inf
"5254",Inf
"5255",Inf
"5256",Inf
"5257",Inf
"5258",Inf
"5259",0.565651799827279
"5260",11.9432155300226
"5261",Inf
"5262",Inf
"5263",Inf
"5264",Inf
"5265",1.04930071888632
"5266",2.11365251515907
"5267",Inf
"5268",Inf
"5269",Inf
"5270",Inf
"5271",Inf
"5272",2.56666880844453
"5273",99739.0215935129
"5274",Inf
"5275",1.58957749819256
"5276",1.17041685901027
"5277",Inf
"5278",8.15122770597081
"5279",Inf
"5280",0.153740389507732
"5281",0.601229504326993
"5282",0.372919547572592
"5283",Inf
"5284",Inf
"5285",1.20499266172958
"5286",2.0515868957638
"5287",5.25091890231146
"5288",Inf
"5289",Inf
"5290",0.146490231696925
"5291",6.52735192666407
"5292",Inf
"5293",1.13502011011649
"5294",Inf
"5295",Inf
"5296",3.54931607847238
"5297",Inf
"5298",16.9884414049493
"5299",1.32260449258895
"5300",Inf
"5301",0.118125070737692
"5302",1.42108012107305
"5303",Inf
"5304",0.171918475060398
"5305",3.18359633227068
"5306",45859.5565634345
"5307",36695.2570517495
"5308",2.31776182130134
"5309",3.98120283908031
"5310",3.84717416606961
"5311",Inf
"5312",18041.4337355681
"5313",6.78970702487793
"5314",6.56997800349329
"5315",Inf
"5316",9.30966326874194
"5317",0.697374703372505
"5318",8.83421712470669
"5319",Inf
"5320",Inf
"5321",14.6249909280067
"5322",21476.1015571969
"5323",5.07217298496758
"5324",0.607476756219319
"5325",9.94257470315723
"5326",Inf
"5327",0.986471334249987
"5328",2.10956455371311
"5329",4.36410440891807e-05
"5330",Inf
"5331",44426.6592084355
"5332",2.33642445819945
"5333",Inf
"5334",Inf
"5335",Inf
"5336",Inf
"5337",Inf
"5338",23563.6768830821
"5339",2.25352354863192
"5340",Inf
"5341",Inf
"5342",Inf
"5343",5.00035727060262
"5344",2.1999315933136
"5345",1.52013619502733
"5346",Inf
"5347",1.30962219396318
"5348",1.30324737536813
"5349",Inf
"5350",0.0283355696070858
"5351",Inf
"5352",Inf
"5353",Inf
"5354",Inf
"5355",Inf
"5356",Inf
"5357",2.55057636786481
"5358",23.6957787145215
"5359",2.50611943619499
"5360",0.279846797758245
"5361",5.051638356946
"5362",0.076192138262195
"5363",5.85425285718122
"5364",0.121923763443088
"5365",5.00186395525739
"5366",3.88199417576789
"5367",0.329619091765094
"5368",34.708923657788
"5369",4.28313998619067
"5370",3.92223412949341
"5371",0.293633426241666
"5372",1.52820589737321
"5373",Inf
"5374",Inf
"5375",Inf
"5376",2.46329274111633
"5377",0.910892095906066
"5378",Inf
"5379",0.723712590894897
"5380",0.00458756240610247
"5381",Inf
"5382",0.298430783576447
"5383",1.6624257821187
"5384",2.28244939504645
"5385",Inf
"5386",3.93769373224316
"5387",Inf
"5388",16603.0202436501
"5389",0.484928841098391
"5390",10.1620317238867
"5391",Inf
"5392",Inf
"5393",Inf
"5394",1.43642240710954
"5395",Inf
"5396",0.0351632803294466
"5397",Inf
"5398",36170.1888997616
"5399",0.0236867063095234
"5400",0.858296490261015
"5401",0.00195376245745944
"5402",0.0399520598077989
"5403",0.0720863800958376
"5404",0.279009203034227
"5405",Inf
"5406",0.0133881053417946
"5407",Inf
"5408",Inf
"5409",2.5796948034806
"5410",3.0111178466983
"5411",0.0193106435073415
"5412",Inf
"5413",Inf
"5414",Inf
"5415",Inf
"5416",0.648760954964612
"5417",3.14916246284978
"5418",0.0399520598079324
"5419",3.67605103212193
"5420",Inf
"5421",8.84042341770383
"5422",4.02912164650926
"5423",0.00632263800795008
"5424",0.43886475229208
"5425",Inf
"5426",Inf
"5427",90370.9241456131
"5428",Inf
"5429",7.41156826503801
"5430",6.877994284163
"5431",Inf
"5432",Inf
"5433",15.5169062149524
"5434",Inf
"5435",Inf
"5436",Inf
"5437",1.77751042766356
"5438",Inf
"5439",Inf
"5440",Inf
"5441",1.46635849238836
"5442",4.95638621595301
"5443",Inf
"5444",0.298085867751189
"5445",9.70028593440787
"5446",Inf
"5447",Inf
"5448",0.377703247211272
"5449",17.2502635507535
"5450",2.14741330942153
"5451",0.555800388363215
"5452",0.00458756352628294
"5453",0.182714121031215
"5454",2.82325952873498
"5455",Inf
"5456",1.26800597293051
"5457",7.85507718624378
"5458",2.03120513209908
"5459",4.76467853515308
"5460",Inf
"5461",Inf
"5462",Inf
"5463",Inf
"5464",Inf
"5465",Inf
"5466",2.77845774461775
